"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Sparkyvirus.s__Mycobacterium_virus_Sparky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0.000292397660818713,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Squashvirus.s__Microbacterium_virus_Squash",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Sukhumvitvirus.s__Lactobacillus_virus_T25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Tankvirus.s__Arthrobacter_virus_Tank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719298245614,0,1.49053510210165e-05,0.000149846407432382,0,0.00182315405651778,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Teubervirus.s__Lactococcus_virus_AM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Teubervirus.s__Lactococcus_virus_P087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0.000292397660818713,0.00120336943441637,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Teubervirus.s__Lactococcus_virus_P596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,2.98107020420331e-05,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_Bella96",0,0,0,0,0,0,0,0,0,0.00392071444129819,0,0,0,0,0,0,0,0,0,0,0,0,0.00233918128654971,0,4.47160530630496e-05,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_KiSi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.00087719298245614,0.00320898515844364,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_LastHope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441241359023386,0,0,0,0,0,2.98107020420331e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_Nibb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_Unicorn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147080453007795,0.000223813786929275,0,0,0.000292397660818713,0,0,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Timquatrovirus.s__Mycobacterium_phage_Yuna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Unaquatrovirus.s__Leuconostoc_phage_phiLNTR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Unaquatrovirus.s__Leuconostoc_virus_1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224769611148573,0.000699790062981106,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Unaquatrovirus.s__Leuconostoc_virus_LN25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Unaquatrovirus.s__Leuconostoc_virus_Ln9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0.000224769611148573,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vedamuthuvirus.s__Lactococcus_virus_50902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409356725146199,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vedamuthuvirus.s__Lactococcus_virus_62503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0,0.00632911392405063,0,0,0.000119242808168132,0.00142354087060763,0.0209937018894332,0.0072926162260711,0.00720461095100865
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vedamuthuvirus.s__Lactococcus_virus_BM13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176496543609354,0,0,0,0.00409356725146199,0,0,0.000224769611148573,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vedamuthuvirus.s__Lactococcus_virus_P1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0.00111906893464637,0,0,0.00292397660818713,0,7.45267551050827e-05,0.000299692814864764,0.00209937018894332,0,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vedamuthuvirus.s__Lactococcus_virus_Q33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0,0,0.00409356725146199,0.00922583233052547,8.94321061260993e-05,0.0008241552408781,0.0104968509447166,0.00911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vendettavirus.s__Gordonia_phage_Dardanus",0.000804593497421644,0,0,0,0,0.00110735516960019,8.76977584452941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759493670886076,0.000292397660818713,0.000401123144805455,0,0.000599385629729527,0.000699790062981106,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Vendettavirus.s__Gordonia_phage_Schmidt",0,0,0,0,0,0,0.000166625741046059,0,0,0,0,0,0,0,0,0,0,0,0.00102956317105457,0,0,0,0,0.000401123144805455,1.49053510210165e-05,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Weaselvirus.s__Rhodococcus_virus_Weasel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Whiteheadvirus.s__Lactococcus_virus_1358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Wizardvirus.s__Gordonia_phage_Clown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0.000149846407432382,0.000699790062981106,0.00273473108477666,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Woodruffvirus.s__Streptomyces_phage_phiSAJS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0.000911577028258888,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Yangvirus.s__Arthobacter_virus_Yang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0.00267022696929239,0,0,0,0,0,0,0,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Yuavirus.s__Alphaproteobacteria_virus_phiJl001",0,0,0,0,6.88646861889223e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Yuavirus.s__Pseudomonas_virus_MP1412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Zetavirus.s__Microbacterium_virus_Zeta1847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0,0,0.000292397660818713,0,0,7.49232037161909e-05,0.00349895031490553,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Achromobacter_phage_JWF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Achromobacter_phage_vB_AchrS_AchV4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0.00253164556962025,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Actinoplanes_phage_phiAsp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Aeromonas_phage_LAh_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285143997718848,0,0.000223813786929275,0,0,0.00204678362573099,0.00120336943441637,1.49053510210165e-05,0.000149846407432382,0.00209937018894332,0.000911577028258888,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Aeromonas_phage_vB_AhyS.A18P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Bacillus_phage_vB_BanS.Tsamsa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0.000149846407432382,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Brevibacillus_phage_Sundance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175438596491228,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Cellulophaga_phage_phi10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Clostridium_phage_phiCT19406C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Clostridium_phage_phiCTP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Croceibacter_phage_P2559S",0,0,0,0,0,0,0,0,0,0,0,0.000369786809865269,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Enterococcus_phage_EFC.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Enterococcus_phage_nattely",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0.00379746835443038,0,0.000401123144805455,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Enterococus_phage_vipetofem",0,0,0,0,0,0,0,0.000468305008140884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Erysipelothrix_phage_SE.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Geobacillus_phage_GBK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Geobacillus_virus_E3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0.000584795321637427,0,1.49053510210165e-05,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Gordonia_phage_EMoore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Gordonia_phage_GMA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Gordonia_phage_GTE6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0.00126582278481013,0,0,0,0.000149846407432382,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Gordonia_phage_Patio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671441360787825,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Gordonia_phage_Pleakley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671441360787825,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Klebsiella_phage_vB_KpnS_ZX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactobacillus_phage_JCL1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactobacillus_phage_LfeSau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactobacillus_phage_LL.H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0.000802246289610911,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactobacillus_phage_phiadh",0,0.000599469041705918,8.87981174799094e-05,0.0454722114263506,0,0.00128220072269495,0,5.44540707140562e-05,0,0,0,0,0,0.0347463516330785,0,0,0,0,0.00397117223121047,0.0707251566696508,0.0347129506008011,0.0746835443037975,0.0116959064327485,0.107902125952667,0.00077507825309286,0.00839139881621338,0.00209937018894332,0.0738377392889699,0.0677233429394813
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactobacillus_phage_Sha1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233918128654971,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_28201",0,0,0,0,0.000116540238165869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.00044762757385855,0,0,0.00175438596491228,0.00240673886883273,0.000134148159189149,0.00112384805574286,0.00979706088173548,0.00820419325432999,0.00864553314121038
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_50101",0,0,0,0,0.00032843158028563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691278129136638,0.00313339301700985,0,0,0.00964912280701754,0.0124348174889691,0.000163958861231182,0.00442046901925526,0.0244926522043387,0.0309936189608022,0.0230547550432277
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_63301",0,0,0,0,0.000127134805271857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147080453007795,0.000895255147717099,0.00133511348464619,0,0.00321637426900585,0.00441235459286001,1.49053510210165e-05,0.000524462426013336,0.00769769069279216,0.00546946216955333,0.0144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_98201",0,0,0,0,0.000148323939483833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0.000671441360787825,0,0.00379746835443038,0.00233918128654971,0.0036101083032491,2.98107020420331e-05,0.00119877125945905,0.0139958012596221,0.00638103919781222,0.0172910662824208
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_bIL286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0.00934579439252336,0,0.00467836257309942,0,0,0.00224769611148573,0,0,0.0187319884726225
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_P335_sensu_lato",0,0,0,0,0.000100648387506886,0,0,0,0,0.00239599215857112,0,0,0,0,0,0,0,0,0.00338285041917929,0,0,0.00126582278481013,0.00263157894736842,0.00441235459286001,5.96214040840662e-05,0.00134861766689144,0.0139958012596221,0.0127620783956244,0.0115273775216138
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_r1t",0,0,0,0,0.000201296775013773,0,0,0,0,0.00522761925506426,0,0,0,0,0,0,0,0,0.00235328724812472,0.000895255147717099,0.00133511348464619,0,0.00935672514619883,0.00681909346169274,0.000149053510210165,0.00314677455608002,0.0146955913226032,0.00820419325432999,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_TP901.1",0,0,0,0,0.000169513073695809,0,0,0,0,0.00435634937922021,0,0,0,0.00660180681028492,0,0,0,0,0.00397117223121047,0.000671441360787825,0.00534045393858478,0.00126582278481013,0.00526315789473684,0.0128359406337746,0.000178864212252199,0.00254738892635049,0.0216934919524143,0.0072926162260711,0.0187319884726225
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_Tuc2009",0,0,0,0,0.000248972326990719,0.00163189182888449,0.000254323499491353,0,0,0.00522761925506426,0,0,0,0.0093815149409312,0.00619408121128699,0,0,0,0.00205912634210913,0.0017905102954342,0,0.00506329113924051,0.00730994152046784,0.0108303249097473,0.000268296318378298,0.00359631377837716,0.0321903428971309,0.00820419325432999,0.0187319884726225
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Lactococcus_phage_ul36",0,0,0,0,0.000206594058566767,0,0.000192935068579647,0,0,0.00544543672402527,0,0,0,0,0,0,0,0,0.00250036770113252,0.00201432408236347,0,0.00379746835443038,0.00555555555555556,0.00561572402727637,0.000119242808168132,0.00284708174121525,0.0209937018894332,0.01640838650866,0.0216138328530259
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Mycobacterium_phage_Jolie1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0.000223813786929275,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Mycobacterium_phage_Lemuria",0,0,0,0,0,0,0,0,0,0,0.000505534269902086,0,0.0206794682422452,0,0,0,0,0.00484744796122042,0.000147080453007795,0.00223813786929275,0.00133511348464619,0.00253164556962025,0.000292397660818713,0.000401123144805455,0,0,0,0.00820419325432999,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Mycobacterium_phage_MooMoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Mycobacterium_phage_Weirdo19",0,0,0,0,0.000137729372377845,0,0,8.712651314249e-05,0,0,0,0.00059487443326152,0,0,0,0,0.00285417747794499,0,0.00191204588910134,0,0,0,0.00233918128654971,0.000802246289610911,4.47160530630496e-05,0.0008241552408781,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Mycobacterium_phage_Xavia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0.00133511348464619,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Providencia_phage_Kokobel1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0.00087719298245614,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Pseudomonas_phage_Epa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Rhizobium_phage_RHEph10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0.000671441360787825,0,0,0.000292397660818713,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Rhodobacter_phage_RcapNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Rhodococcus_phage_ReqiDocB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116959064327485,0,1.49053510210165e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Rhodococcus_phage_ReqiPine5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.s__Salmonella_phage_SAP012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0.000911577028258888,0
