"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_huangheensis",6.527291e-06,2.392602e-05,6.11631e-06,1.276621e-05,1.093554e-05,7.977323e-06,8.383068e-06,1.464704e-05,7.7626e-06,9.191774e-05,1.981404e-05,2.591056e-05,1.963082e-05,3.450363e-06,1.927688e-06,2.89754e-05,8.385223e-06,1.019476e-05,9.337953e-06,1.252499e-05,3.407972e-05,3.60934e-06,5.222091e-05,5.465887e-05,0.0001220105,4.220311e-05,1.603038e-05,4.408298e-05,4.592271e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_hydrothermalis",7.955136e-06,0,0,0,1.852966e-05,1.866694e-05,2.210082e-05,2.435071e-05,1.811273e-05,1.450102e-05,3.562074e-05,2.621361e-05,2.10958e-05,1.066476e-05,9.52161e-06,2.563208e-05,1.503012e-05,1.665973e-05,9.735313e-06,1.737337e-05,2.069126e-05,6.496811e-06,8.703485e-06,2.732943e-05,1.030311e-05,7.582647e-05,1.100593e-05,1.385465e-05,2.713615e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_meridiana",1.10148e-05,6.047966e-05,1.997995e-05,3.750073e-05,1.549201e-05,1.627374e-05,2.865485e-05,6.463008e-05,3.478795e-05,0.0002500256,3.072289e-05,4.818455e-05,4.101962e-05,0,1.401955e-06,5.349304e-05,1.566296e-05,2.337335e-05,3.417293e-05,2.222176e-05,3.529685e-05,1.227175e-05,6.732402e-05,4.637722e-05,0.0002353446,5.147852e-05,2.392594e-05,3.306223e-05,2.588371e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_piezotolerans",2.243756e-06,2.459063e-05,0,0,1.316315e-06,2.23365e-06,1.173629e-05,1.83088e-05,1.955025e-05,0,2.693819e-05,1.969809e-06,2.16818e-05,2.509355e-06,0,0,7.910588e-06,1.268128e-05,9.337953e-06,4.969593e-05,2.069126e-05,1.010615e-05,1.151932e-05,4.416878e-06,1.084538e-06,5.101475e-06,3.588891e-06,1.16505e-05,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_socia",6.935247e-06,0,7.747326e-06,0,2.835139e-06,4.467301e-06,3.810485e-06,1.190072e-05,3.450045e-06,0,7.346778e-06,3.333522e-06,1.259888e-05,7.841735e-07,6.425627e-07,0,4.746353e-06,0,8.344554e-06,3.232255e-06,3.651399e-06,2.887472e-06,7.679546e-06,2.484494e-06,1.897941e-06,8.811639e-06,1.674816e-06,5.98269e-06,5.427229e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._1513",5.303424e-06,3.455981e-05,7.339572e-06,1.037254e-05,8.201653e-06,7.817776e-06,1.752823e-05,4.650436e-05,1.466269e-05,7.250509e-06,1.491619e-05,7.121616e-06,2.050981e-05,6.038136e-06,2.920739e-06,1.783101e-05,1.455548e-05,7.956884e-06,3.178878e-05,8.48467e-06,1.582273e-05,5.774943e-06,3.097417e-05,1.683935e-05,0.0001550889,1.669574e-05,6.938523e-06,1.196538e-05,2.21264e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._18071143",1.733812e-05,3.38952e-05,0,4.627749e-05,2.430119e-06,3.669568e-06,3.61234e-05,1.190072e-05,0,0,2.003667e-05,0,1.289188e-05,2.274103e-06,0,3.78909e-05,1.503012e-05,1.46705e-05,1.589439e-05,2.343385e-05,6.572517e-05,1.227175e-05,2.687841e-05,2.484494e-05,4.33815e-06,5.704377e-05,4.306669e-06,1.60588e-05,2.922354e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._A3H3",4.426319e-05,0,0,0,1.225185e-05,2.329378e-05,0,0,0,0,0,0,5.303251e-05,0,0,0,3.274983e-05,0,2.721914e-05,2.343385e-05,0,0,8.780281e-05,7.205033e-05,1.003197e-05,1.182615e-05,2.225112e-05,3.337711e-05,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._A40.4",0,1.993835e-05,8.15508e-06,1.117043e-05,0,0,6.706454e-06,1.061911e-05,6.612585e-06,0,1.135411e-05,0,1.318488e-05,9.410082e-07,0,1.560214e-05,3.63887e-06,8.454189e-06,1.589439e-05,4.444351e-06,2.799406e-05,6.496811e-06,4.889311e-05,2.788154e-05,9.842178e-05,2.086967e-06,1.435556e-06,7.242204e-06,9.184542e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._BC.M4.5",1.346254e-05,3.455981e-05,1.304813e-05,1.436198e-05,5.366514e-06,1.053007e-05,1.249839e-05,1.446396e-05,1.351267e-05,6.081072e-05,2.582504e-05,6.076102e-05,2.373278e-05,7.449648e-06,9.171122e-06,1.44877e-05,3.385731e-05,1.864895e-05,9.933993e-06,1.616128e-05,3.773112e-05,7.940547e-06,4.428538e-05,2.180834e-05,0.0001683745,2.226098e-05,7.417042e-06,1.228026e-05,1.711665e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._FeN2",9.179003e-06,2.326141e-05,2.772727e-05,0,2.227609e-06,1.595465e-06,8.840326e-06,1.171764e-05,1.58127e-05,2.993758e-05,0,6.667044e-06,1.142689e-05,1.097843e-06,0,0.0001002994,7.435952e-06,1.46705e-05,1.629175e-05,1.090886e-05,8.033077e-05,1.443736e-05,1.843091e-05,3.064209e-05,8.134031e-07,1.437688e-05,1.100593e-05,1.070587e-05,1.419429e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._GFAJ.1",2.651712e-06,0,4.485294e-06,0,0,2.71229e-06,5.487099e-06,1.025293e-05,3.450045e-06,2.338874e-06,9.350445e-06,0,2.256079e-05,0,0,1.337326e-05,0,1.541646e-05,4.966996e-06,6.868543e-06,2.799406e-05,2.165604e-06,2.073477e-05,4.389273e-05,2.169075e-06,3.478279e-06,7.177782e-07,5.54186e-05,3.757313e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._GT",0,0,0,0,0,0,0,3.844849e-06,0,0,0,0,0,0,0,0,0,0,9.933993e-07,2.828223e-06,2.434266e-06,3.60934e-06,3.327803e-06,8.281647e-07,1.897941e-06,1.855082e-06,1.914075e-06,4.723176e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._HG01",9.586959e-06,0,0,0,3.948944e-06,5.265033e-06,7.163712e-06,1.190072e-05,5.175067e-06,5.37941e-06,9.127815e-06,3.63657e-06,1.992381e-05,2.195686e-06,1.401955e-06,2.89754e-05,6.644894e-06,5.967663e-06,5.364356e-06,1.616128e-05,3.164545e-05,2.887472e-06,8.4475e-06,3.588714e-06,5.422688e-06,8.579754e-06,5.981485e-06,7.557082e-06,8.349584e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._hl.4",0,3.655364e-05,0,0,0,0,1.64613e-05,5.05323e-05,0,0,0,0,2.607676e-05,0,0,4.792085e-05,0,0,2.344422e-05,1.939353e-05,8.033077e-05,1.515923e-05,8.95947e-06,6.901372e-06,0,1.669574e-05,0,1.070587e-05,1.419429e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._HL.93",0,4.054131e-05,2.528075e-05,0,1.863092e-05,0,5.197502e-05,1.409778e-05,0,0,5.921948e-05,0,3.105771e-05,0,1.033942e-05,7.355293e-05,4.904564e-05,0,2.940462e-05,8.48467e-06,0,1.154989e-05,2.20147e-05,3.809557e-05,4.33815e-06,1.692762e-05,0,1.542904e-05,9.602021e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._JS92.SW72",1.978585e-05,1.262762e-05,6.931818e-06,3.191551e-05,8.505418e-06,8.775055e-06,8.687907e-06,3.295585e-06,8.625111e-06,8.186058e-06,1.825563e-05,2.303161e-05,2.285379e-05,1.372304e-05,2.161347e-06,0,1.48719e-05,1.143802e-05,1.430495e-05,6.464511e-06,2.312552e-05,9.384283e-06,1.407917e-05,7.729537e-06,2.711344e-06,1.298557e-05,7.417042e-06,1.479929e-05,2.129144e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._KO116",6.323313e-06,7.310729e-06,5.382353e-05,1.675564e-05,2.349115e-05,9.413241e-06,9.602423e-06,4.211025e-06,6.612585e-06,0.0001698022,9.350445e-06,4.379036e-05,1.08409e-05,1.646764e-06,1.226711e-06,1.783101e-05,3.006023e-06,7.210926e-06,1.569571e-05,7.272574e-06,8.51993e-06,5.774943e-06,1.945485e-05,4.085612e-05,1.979281e-05,7.768156e-05,1.985853e-05,1.60588e-05,2.379631e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._MCCC_1A11059",0,0,2.324198e-05,0,3.614803e-05,1.866694e-05,0,0,3.220042e-05,0,0,0,0,0,0,0,0,0,1.192079e-06,1.01008e-05,1.582273e-05,2.237791e-05,1.484712e-05,0,0,0,1.124519e-05,5.038055e-06,1.168942e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._MCCC_1A13316",8.363092e-06,2.326141e-05,4.893048e-06,1.117043e-05,5.670279e-06,4.467301e-06,1.005968e-05,1.006984e-05,1.035013e-05,1.309769e-05,8.905185e-06,6.363997e-06,1.933782e-05,7.528066e-06,2.979154e-06,0,6.803105e-06,1.46705e-05,2.145742e-05,1.292902e-05,1.703986e-05,6.496811e-06,3.020621e-05,1.40788e-05,1.626806e-05,8.811639e-06,1.268075e-05,9.446352e-06,9.602021e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._MCCC_1A13718",4.487513e-06,0,8.970588e-06,0,2.733884e-06,3.988661e-06,4.572582e-06,5.858818e-06,4.025052e-06,4.911635e-06,3.562074e-06,1.666761e-06,7.324932e-06,3.058277e-06,1.46037e-06,0,4.904564e-06,5.221705e-06,6.953795e-06,1.090886e-05,2.190839e-05,7.940547e-06,7.935531e-06,2.208439e-06,5.422688e-07,6.029016e-06,3.349632e-06,6.927325e-06,1.043698e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._N3.2A",0,0,0,0,0,0,7.011293e-06,0,0,8.186058e-06,0,0,5.273951e-06,1.646764e-06,0,0,0,6.713621e-06,4.370957e-06,8.080638e-07,7.302797e-06,0,5.631667e-06,9.937976e-06,1.626806e-06,6.956557e-07,2.392594e-06,3.148784e-06,3.339833e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._NyZ770",0,0,0,0,3.240159e-06,0,0,0,0,0.000114137,2.159507e-05,2.454685e-05,1.142689e-05,0,0,5.349304e-05,0,0,4.370957e-06,4.040319e-06,3.773112e-05,2.887472e-06,7.679546e-07,5.521098e-06,2.440209e-06,2.226098e-05,8.374079e-06,1.88927e-06,1.252438e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._PGE1",1.550232e-05,0,0,0,9.619223e-06,1.34019e-05,1.09742e-05,3.588526e-05,1.063764e-05,4.209973e-06,1.42483e-05,9.394472e-06,1.05479e-05,6.743892e-06,4.556353e-06,0,1.360621e-05,1.41732e-05,1.947063e-05,8.48467e-06,7.302797e-06,7.218679e-07,6.911591e-06,1.325063e-05,3.253613e-06,3.200016e-05,7.89556e-06,4.723176e-06,4.592271e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._R57.5",1.346254e-05,2.126757e-05,5.300802e-06,0,3.341414e-06,2.552743e-06,2.057662e-05,1.006984e-05,0,7.484396e-06,5.120482e-06,0,7.324932e-06,1.646764e-06,9.346366e-07,1.560214e-05,2.056753e-06,8.702841e-06,8.940593e-06,1.292902e-05,1.703986e-05,3.60934e-06,2.53425e-05,1.049009e-05,0.0001859982,2.434795e-05,2.392594e-06,4.093419e-06,5.844709e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._SF2003",0,2.193219e-05,0,0,1.093554e-05,0,7.620971e-06,6.957346e-06,0,1.964654e-05,0,0,0,2.509355e-06,0,0,4.746353e-06,0,5.165676e-06,1.01008e-05,7.302797e-06,0,1.407917e-05,4.416878e-06,2.982478e-06,8.579754e-06,8.374079e-06,8.501717e-06,6.262188e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._SH5A2",1.346254e-05,1.329223e-05,2.201872e-05,1.755353e-05,2.227609e-06,3.510022e-06,2.271049e-05,1.281616e-05,2.213779e-05,4.911635e-06,1.291252e-05,0,1.904482e-05,1.254678e-06,0,1.44877e-05,3.797082e-06,8.205536e-06,1.569571e-05,1.373709e-05,3.407972e-05,1.949043e-05,1.996682e-05,1.380274e-05,5.829389e-05,6.956557e-06,1.914075e-06,9.131474e-06,1.252438e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._SS10.MC5",0,0,0,0,0,1.898603e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.576237e-06,7.676606e-06,0,0,3.583788e-06,0,0,0,3.82815e-06,0,0
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._THAF12",8.771048e-06,1.395685e-05,1.712567e-05,0,1.356817e-05,5.903219e-06,1.64613e-05,1.263308e-05,1.150015e-05,3.15748e-05,6.456259e-06,5.303331e-06,1.464986e-05,1.35662e-05,4.205865e-06,0,6.170258e-06,1.989221e-05,3.079538e-05,8.48467e-06,2.312552e-05,8.662415e-06,1.843091e-05,5.797153e-06,2.711344e-06,1.553631e-05,2.895039e-05,1.574392e-05,1.962152e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._THAF5a",1.142276e-05,1.860913e-05,2.895053e-05,1.595776e-05,8.505418e-06,1.260417e-05,1.56992e-05,1.318234e-05,1.121264e-05,6.268182e-05,1.691985e-05,1.833437e-05,1.904482e-05,3.371946e-06,1.869273e-06,1.894545e-05,7.119529e-06,1.243263e-05,2.76165e-05,6.868543e-06,2.434266e-05,2.237791e-05,3.865371e-05,2.981393e-05,1.789487e-05,2.179721e-05,1.124519e-05,1.228026e-05,1.586421e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._Y2R2",1.509436e-05,1.927374e-05,6.11631e-06,1.037254e-05,6.784083e-06,8.934601e-06,1.036452e-05,7.323522e-06,1.495019e-05,4.677748e-06,1.825563e-05,2.000113e-05,1.699384e-05,2.587773e-06,1.226711e-06,1.337326e-05,1.692866e-05,1.690838e-05,7.947194e-06,2.424191e-05,3.164545e-05,1.876857e-05,2.841432e-05,8.833756e-06,0.000149395,6.492787e-06,2.392594e-06,2.235637e-05,1.294185e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_sp._YLGW01",6.527291e-06,1.12984e-05,1.50869e-05,1.037254e-05,2.592127e-05,1.068961e-05,1.49371e-05,1.025293e-05,1.092514e-05,2.642927e-05,9.350445e-06,3.242608e-05,1.523586e-05,1.435037e-05,5.37416e-06,2.451764e-05,2.499746e-05,3.978442e-06,2.781518e-05,1.090886e-05,1.09542e-05,6.496811e-06,4.454137e-05,1.849568e-05,1.491239e-05,3.988426e-05,1.315927e-05,1.88927e-05,1.252438e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_subglaciescola",3.467624e-06,0,0,1.037254e-05,2.430119e-06,3.510022e-06,4.725002e-06,3.661761e-06,9.487622e-06,3.274423e-06,8.237296e-06,0,1.318488e-05,1.882016e-06,0,1.671657e-05,3.480659e-06,4.475747e-06,4.966996e-06,3.232255e-06,9.737063e-06,7.218679e-06,5.375682e-06,5.521098e-06,0,3.710164e-06,1.196297e-06,3.148784e-06,3.339833e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_titanicae",0,7.177806e-05,3.588235e-05,0,4.556474e-06,7.65823e-06,9.907262e-06,2.435071e-05,2.472532e-05,0,0,0,8.789918e-06,0,0,0,0,0,2.96033e-05,3.232255e-06,0,9.384283e-06,6.578811e-05,1.545907e-05,0.0002578488,6.492787e-06,2.871113e-06,5.667811e-06,7.514625e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halomonas.s__Halomonas_venusta",1.060685e-05,0,0,0,2.531374e-06,3.510022e-06,0,4.211025e-06,0,0,8.682556e-06,0,0,1.646764e-06,0,0,3.797082e-06,5.470358e-06,2.384158e-06,9.292734e-06,1.460559e-05,5.774943e-06,1.279924e-06,5.521098e-07,2.440209e-06,6.029016e-06,7.177782e-07,1.259514e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Halotalea.s__Halotalea_alkalilenta",1.835801e-05,5.516277e-05,2.03877e-05,0,1.356817e-05,1.739056e-05,2.377743e-05,2.709703e-05,2.530033e-05,6.8529e-05,1.024096e-05,1.894047e-05,3.28157e-05,8.939578e-06,5.198916e-06,0,1.139125e-05,1.541646e-05,2.026534e-05,1.575724e-05,2.555979e-05,2.743098e-05,3.762977e-05,3.11942e-05,7.591763e-05,3.176828e-05,1.196297e-05,1.983734e-05,2.129144e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Kushneria.s__Kushneria_konosiri",1.264663e-05,1.860913e-05,4.933824e-05,0,1.377068e-05,7.339137e-06,1.600404e-05,4.961686e-05,7.475096e-06,7.250509e-06,1.380304e-05,9.242948e-06,8.496921e-06,4.705041e-06,4.556353e-06,1.44877e-05,2.02511e-05,7.708231e-06,4.291485e-05,7.676606e-06,1.582273e-05,4.331207e-06,2.815833e-05,1.573513e-05,1.464126e-05,5.402926e-05,1.00489e-05,8.501717e-06,1.127194e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Kushneria.s__Kushneria_marisflavi",6.527291e-06,2.85783e-05,0,7.978878e-06,0,4.626847e-06,1.752823e-05,1.775954e-05,8.337608e-06,3.274423e-06,1.358041e-05,0,1.904482e-05,9.410082e-07,7.593922e-07,1.44877e-05,2.373176e-06,1.118937e-05,1.907327e-05,8.888702e-06,1.582273e-05,5.053075e-06,2.687841e-05,1.518302e-05,1.73526e-05,5.333361e-06,2.871113e-06,1.039099e-05,1.085446e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Kushneria.s__Kushneria_phosphatilytica",3.671601e-06,1.661529e-05,1.631016e-05,1.515987e-05,0,2.871836e-06,1.508952e-05,1.757645e-05,5.750074e-06,6.782734e-06,2.048193e-05,1.515237e-06,2.285379e-05,0,0,2.117433e-05,1.044198e-05,1.964356e-05,1.251683e-05,4.848383e-06,4.746818e-05,2.887472e-06,3.123015e-05,1.932384e-05,3.795881e-06,9.043524e-06,5.502966e-06,1.291001e-05,1.461177e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Pistricoccus.s__Pistricoccus_aurantiacus",6.731269e-06,1.395685e-05,3.139706e-05,0,5.062749e-06,5.584126e-06,1.615646e-05,1.592866e-05,6.037578e-06,1.707378e-05,1.602933e-05,5.606378e-06,2.695575e-05,2.744607e-06,9.346366e-07,3.78909e-05,8.543435e-06,1.342724e-05,1.569571e-05,6.868543e-06,4.138252e-05,7.218679e-06,3.123015e-05,1.904779e-05,3.795881e-06,1.855082e-05,8.613339e-06,1.16505e-05,2.21264e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Salinicola.s__Salinicola_tamaricis",4.895468e-06,2.392602e-05,1.100936e-05,1.037254e-05,7.695378e-06,7.977323e-06,2.179598e-05,2.215365e-05,9.487622e-06,3.274423e-06,1.313515e-05,1.121276e-05,2.402578e-05,3.293529e-06,2.161347e-06,2.563208e-05,1.866899e-05,1.268128e-05,1.470231e-05,1.212096e-05,2.434266e-05,8.662415e-06,4.018962e-05,1.932384e-05,2.114848e-05,2.434795e-05,4.545929e-06,1.228026e-05,7.097146e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Zymobacter.s__Zymobacter_palmae",2.447734e-06,2.85783e-05,5.300802e-06,0,2.430119e-06,3.669568e-06,1.005968e-05,1.501322e-05,5.46257e-06,3.017147e-05,5.120482e-06,4.545712e-06,2.929973e-06,1.019426e-06,0,0,0,2.983831e-06,9.337953e-06,5.656447e-06,2.434266e-06,5.053075e-06,7.679546e-06,1.545907e-05,2.711344e-06,1.228992e-05,4.06741e-06,3.463663e-06,7.097146e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Litoricolaceae.g__Litoricola.s__Litoricola_lipolytica",1.856198e-05,1.196301e-05,8.15508e-06,0,4.353964e-06,1.244462e-05,5.944357e-06,6.59117e-06,0,0,3.339445e-06,0,6.152943e-06,0,0,0,0,0,7.351155e-06,2.02016e-06,9.737063e-06,2.165604e-06,1.535909e-06,4.140823e-06,3.795881e-06,3.478279e-06,2.392594e-07,1.259514e-06,1.669917e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Amphritea.s__Amphritea_japonica",2.243756e-06,1.595068e-05,0,0,5.164004e-06,4.307754e-06,5.791938e-06,0,4.887563e-06,3.274423e-06,1.402567e-05,1.666761e-06,1.05479e-05,2.509355e-06,0,0,0,5.71901e-06,2.384158e-06,3.393868e-05,7.302797e-06,2.165604e-06,1.203129e-05,3.588714e-06,1.084538e-06,3.014508e-06,2.871113e-06,1.574392e-06,5.427229e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Bacterioplanes.s__Bacterioplanes_sanyensis",2.447734e-06,0,0,0,0,2.074104e-06,2.743549e-06,5.309553e-06,4.312556e-06,4.677748e-06,5.343111e-06,1.818285e-06,1.05479e-05,2.195686e-06,0,0,2.214965e-06,5.71901e-06,1.986799e-06,1.090886e-05,1.460559e-05,7.218679e-07,1.023939e-05,2.539705e-05,1.355672e-06,5.565246e-06,1.196297e-06,1.542904e-05,1.502925e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Bermanella.s__Bermanella_marisrubri",3.059668e-06,0,1.631016e-05,8.776766e-06,0,2.074104e-06,2.133872e-06,4.760289e-06,0,0,5.565741e-06,0,7.617929e-06,0,0,0,0,6.713621e-06,4.966996e-06,6.464511e-06,6.085664e-06,0,9.98341e-06,1.463091e-05,8.134031e-07,3.014508e-06,3.588891e-06,9.446352e-07,4.174792e-07
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinobacterium.s__Marinobacterium_aestuarii",4.079557e-06,1.595068e-05,1.264037e-05,1.117043e-05,3.341414e-06,6.222312e-06,1.707097e-05,1.53794e-05,4.312556e-06,4.209973e-06,8.905185e-06,0,1.728684e-05,1.254678e-06,5.841479e-07,0,3.164235e-06,5.71901e-06,1.569571e-05,9.696766e-06,1.582273e-05,1.660296e-05,1.100735e-05,1.10422e-05,5.422688e-06,9.507295e-06,5.263707e-06,7.242204e-06,7.932105e-06
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinobacterium.s__Marinobacterium_georgiense",2.896486e-05,2.724908e-05,1.019385e-05,0,1.41757e-06,5.743672e-06,1.874759e-05,1.83088e-05,4.370056e-05,7.016621e-06,4.675222e-05,6.06095e-06,2.929973e-05,2.35252e-06,1.226711e-06,1.783101e-05,1.566296e-05,1.715703e-05,1.092739e-05,3.474674e-05,1.460559e-05,2.02123e-05,2.918227e-05,1.214642e-05,6.77836e-06,7.420328e-06,7.656301e-06,4.660201e-05,2.922354e-05
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Marinobacterium.s__Marinobacterium_sp._LSUCC0821",3.059668e-06,0,1.264037e-05,0,0,2.393197e-06,1.524194e-06,2.929409e-06,9.487622e-06,3.508311e-06,4.229963e-06,0,6.44594e-06,9.410082e-07,0,1.560214e-05,3.322447e-06,0,1.271551e-05,7.676606e-06,7.302797e-06,9.384283e-06,2.892629e-05,1.352669e-05,2.169075e-06,1.623197e-06,4.785188e-07,1.88927e-06,2.087396e-06
