"Contig_number","lca","Sample_id","Virulent","Temperate","Code","GD","Diet","num_seqs","Group","Group_f","bac_result","Phacts_result","Probability","Standard_deviation","Bact_Viru","Viruse_Pro_Number","Lineage","Mapped.Reads.Number","Contig_Abundance","seqname","length","covrage","viruse_family","Contig_Abundance2"
"NODE_4117_length_6034_cov_4.751296||full",38018,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Temperate",0.508391608391608,0.0203141393816746,0.833333333333333,5,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",327,39.3459002775149,"NODE_4117_length_6034_cov_4.751296",6034,4.751296,NA,1.95620982486816
"NODE_412_length_13558_cov_5.369918||full",2832643,"L1HGH010569",0.811878201654615,0.188121798345387,1,"D14","CON",7575629,"CON14","D14_CON14","Lytic","Lytic",0.506693306693307,0.0170405091390373,0.666666666666667,10,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",793,104.677776591224,"NODE_412_length_13558_cov_5.369918",13558,5.369918,"Caudoviricetes",2.31622163869061
"NODE_412_length_19523_cov_8.024091||full",2832643,"L1EGH020941",0.175,0.825,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Temperate","Lytic",0.506393606393606,0.0152454884388662,0.611111111111111,11,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",1730,266.01482271496,"NODE_412_length_19523_cov_8.024091",19523,8.024091,"Caudoviricetes",4.08771432743369
"NODE_4123_length_2306_cov_2.302976||full",2832643,"L1EHE1100155",0.811878201654615,0.188121798345387,1,"D14","HFD",8300758,"HFD14","D14_HFD14","Lytic","Temperate",0.517482517482518,0.0246087020782452,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",54,6.5054299860326,"NODE_4123_length_2306_cov_2.302976",2306,2.302976,"Caudoviricetes",0.846326537645178
"NODE_41262_length_1252_cov_2.172932||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Lytic",0.506293706293706,0.0144824138057304,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",41,7.37958231564093,"NODE_41262_length_1252_cov_2.172932",1252,2.172932,"Caudoviricetes",1.76827052291716
"NODE_41283_length_1089_cov_3.783366||full",2832643,"L1HGH010577",0.811878201654615,0.188121798345387,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Temperate",0.503796203796204,0.0315186002584717,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",45,5.67227486583494,"NODE_41283_length_1089_cov_3.783366",1089,3.783366,"Caudoviricetes",1.56261015587739
"NODE_41296_length_1013_cov_2.348643||lt2gene",2832643,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Lytic",0.502997002997003,0.0214970995090061,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",28,4.9367879564942,"NODE_41296_length_1013_cov_2.348643",1013,2.348643,"Caudoviricetes",1.46202999698742
"NODE_4130_length_4493_cov_3.724651||full",2832643,"L1EGH020944",0.866788400445582,0.133211599554418,2,"D14","FUC",8504684,"FUC14","D14_FUC14","Lytic","Lytic",0.511688311688312,0.0201728952223273,0.714285714285714,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",162,19.0483267808657,"NODE_4130_length_4493_cov_3.724651",4493,3.724651,"Caudoviricetes",1.27186691169813
"NODE_4131_length_4492_cov_3.997070||full",2832643,"L1EGH020944",0.974505277044855,0.0254947229551451,2,"D14","FUC",8504684,"FUC14","D14_FUC14","Lytic","Lytic",0.503896103896104,0.0095214805653897,0.75,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",196,23.0461237595659,"NODE_4131_length_4492_cov_3.997070",4492,3.99707,"Caudoviricetes",1.53914450754002
"NODE_41318_length_1009_cov_2.415094||lt2gene",2832643,"L1EGH020939",0.811878201654615,0.188121798345387,2,"D10","FUC",3309510,"FUC10","D10_FUC10","Lytic","Temperate",0.508191808191808,0.0163851391802237,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",26,7.85614788896241,"NODE_41318_length_1009_cov_2.415094",1009,2.415094,"Caudoviricetes",2.33582196896801
"NODE_4132_length_2824_cov_2.703503||full",2832643,"L1EGH020948",0.811878201654615,0.188121798345387,2,"D18","FUC",4518638,"FUC18","D18_FUC18","Lytic","Lytic",0.501798201798202,0.0261427319095419,1,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",84,18.5896723747288,"NODE_4132_length_2824_cov_2.703503",2824,2.703503,"Caudoviricetes",1.97482355255618
"NODE_4132_length_5757_cov_5.071203||full",2832643,"L1EHE1100148",0.811878201654615,0.188121798345387,1,"D10","HFD",4836085,"HFD10","D10_HFD10","Lytic","Temperate",0.508391608391608,0.0201711636114845,0.666666666666667,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",367,75.8878307556629,"NODE_4132_length_5757_cov_5.071203",5757,5.071203,"Caudoviricetes",3.9545508470903
"NODE_4133_length_3368_cov_6.467552||full",2832643,"L1EHE1100152",0.811878201654615,0.188121798345387,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Lytic",0.511188811188811,0.0116163671209994,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",284,49.4100371967111,"NODE_4133_length_3368_cov_6.467552",3368,6.467552,"Caudoviricetes",4.40113157927949
"NODE_4134_length_2309_cov_4.367791||full",2832643,"L1EGH020943",0.985022026431718,0.0149779735682819,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Lytic",0.506193806193806,0.0197491658271612,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",118,32.4819305497787,"NODE_4134_length_2309_cov_4.367791",2309,4.367791,"Caudoviricetes",4.22025949109294
"NODE_41347_length_1051_cov_2.159639||full",2593268,"L1HGH010574",0.811878201654615,0.188121798345387,1,"D18","CON",2433274,"CON18","D18_CON18","Lytic","Temperate",0.502697302697303,0.0226348142919071,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Casjensviridae;Gwanakrovirus;Gwanakrovirus_SNUABM08;Erwinia_phage_pEp_SNUABM_08",23,9.45228527490122,"NODE_41347_length_1051_cov_2.159639",1051,2.159639,"Gwanakrovirus",2.69808333251224
"NODE_4136_length_1635_cov_3.525316||full",2832643,"L1EGH020950",0.811878201654615,0.188121798345387,2,"D18","FUC",10324923,"FUC18","D18_FUC18","Lytic","Temperate",0.512187812187812,0.026457688512564,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",60,5.81118135215149,"NODE_4136_length_1635_cov_3.525316",1635,3.525316,"Caudoviricetes",1.06627180773422
"NODE_4137_length_2907_cov_3.080645||full",2832643,"L1EHE1100149",0.811878201654615,0.188121798345387,1,"D10","HFD",7600927,"HFD10","D10_HFD10","Lytic","Temperate",0.504595404595405,0.02371843816144,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",100,13.1562900156783,"NODE_4137_length_2907_cov_3.080645",2907,3.080645,"Caudoviricetes",1.35771826787186
"NODE_41375_length_1050_cov_3.087437||full",2832643,"L1HGH010574",0.811878201654615,0.188121798345387,1,"D18","CON",2433274,"CON18","D18_CON18","Lytic","Lytic",0.501298701298701,0.0161504818205484,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",32,13.1510055998626,"NODE_41375_length_1050_cov_3.087437",1050,3.087437,"Caudoviricetes",3.75743017138931
"NODE_414_length_14622_cov_4.239171||full",2832643,"L1EGH020947",0.8861895462707,0.1138104537293,2,"D18","FUC",6254490,"FUC18","D18_FUC18","Lytic","Lytic",0.502097902097902,0.018572823036339,1,11,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",698,111.59982668451,"NODE_414_length_14622_cov_4.239171",14622,4.239171,"Caudoviricetes",2.28969689545568
"NODE_41410_length_1010_cov_4.234555||lt2gene",2832643,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Temperate",0.500899100899101,0.0175335348087423,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",47,8.2867512126867,"NODE_41410_length_1010_cov_4.234555",1010,4.234555,"Caudoviricetes",2.46141125129308
"NODE_41410_length_1013_cov_3.306889||full",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.506593406593407,0.0236847525641381,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",49,5.89586884892426,"NODE_41410_length_1013_cov_3.306889",1013,3.306889,"Caudoviricetes",1.74606185061923
"NODE_4142_length_2307_cov_3.575488||full",2832643,"L1EGH020943",0.960226194893518,0.0397738051064824,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Temperate",0.500799200799201,0.0103631608305621,1,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",90,24.7743538091532,"NODE_4142_length_2307_cov_3.575488",2307,3.575488,"Caudoviricetes",3.2216324849354
"NODE_41451_length_1248_cov_3.057837||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.503496503496504,0.0193610414311699,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",40,7.19959250306433,"NODE_41451_length_1248_cov_3.057837",1248,3.057837,"Caudoviricetes",1.73067127477508
"NODE_4147_length_3611_cov_4.107705||full",2832643,"L1HGH010575",0.811878201654615,0.188121798345387,1,"D18","CON",4571909,"CON18","D18_CON18","Lytic","Lytic",0.503196803196803,0.020600020726477,0.666666666666667,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",218,47.6824888684355,"NODE_4147_length_3611_cov_4.107705",3611,4.107705,"Caudoviricetes",3.96143635018849
"NODE_415_length_9329_cov_4.585508||full",1978007,"L1EHE1100154",0.811878201654615,0.188121798345387,1,"D14","HFD",10257673,"HFD14","D14_HFD14","Lytic","Temperate",0.503096903096903,0.0251827525060588,0.875,7,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales",456,44.4545268697881,"NODE_415_length_9329_cov_4.585508",9329,4.585508,NA,1.42955923045733
"NODE_41516_length_1011_cov_3.018828||lt2gene",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Temperate",0.503996003996004,0.027653567503829,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",79,9.50558447071462,"NODE_41516_length_1011_cov_3.018828",1011,3.018828,"Caudoviricetes",2.82064821089454
"NODE_41517_length_1076_cov_2.667973||full",2788787,"L1HGH010573",0.928473641092975,0.0715263589070251,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Lytic",0.504495504495505,0.0153664409950639,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes",29,2.90858935522491,"NODE_41517_length_1076_cov_2.667973",1076,2.667973,NA,0.81094498751624
"NODE_41519_length_1011_cov_2.753138||lt2gene",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.51028971028971,0.0322842749478407,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",46,5.53489728674522,"NODE_41519_length_1011_cov_2.753138",1011,2.753138,"Caudoviricetes",1.64240275571075
"NODE_41522_length_1246_cov_4.396306||lt2gene",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Lytic",0.500999000999001,0.0260708638220754,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",59,10.6193989420199,"NODE_41522_length_1246_cov_4.396306",1246,4.396306,"Caudoviricetes",2.55683762648954
"NODE_41523_length_1011_cov_2.656904||lt2gene",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Temperate",0.5003996003996,0.0170150136382869,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",32,3.85036332990972,"NODE_41523_length_1011_cov_2.656904",1011,2.656904,"Caudoviricetes",1.14254104745095
"NODE_4153_length_2480_cov_6.701443||full",2832643,"L1EHE1100151",0.811878201654615,0.188121798345387,1,"D10","HFD",7766878,"HFD10","D10_HFD10","Lytic","Lytic",0.503396603396603,0.0141805367904408,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",171,22.0165683045363,"NODE_4153_length_2480_cov_6.701443",2480,6.701443,"Caudoviricetes",2.6632945529681
"NODE_4153_length_3585_cov_3.658640||full",2832643,"L1EGH020938",0.811878201654615,0.188121798345387,2,"D10","FUC",3904971,"FUC10","D10_FUC10","Lytic","Lytic",0.503796203796204,0.01435262339802,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",136,34.8274033277072,"NODE_4153_length_3585_cov_3.658640",3585,3.65864,"Caudoviricetes",2.9144270567119
"NODE_41549_length_1075_cov_3.164706||full",2832643,"L1HGH010573",0.811878201654615,0.188121798345387,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Lytic",0.513586413586414,0.0162530431923551,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",46,4.61362449449469,"NODE_41549_length_1075_cov_3.164706",1075,3.164706,"Caudoviricetes",1.2875231147427
"NODE_4157_length_4365_cov_4.803248||full",2832643,"L1HGH010566",0.811878201654615,0.188121798345387,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.505994005994006,0.0198056829617098,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",232,16.1044400704847,"NODE_4157_length_4365_cov_4.803248",4365,4.803248,"Caudoviricetes",1.10683436910548
"NODE_416_length_6029_cov_5.848678||full",38018,"L1EGH020950",0.729084493611116,0.270915506388884,2,"D18","FUC",10324923,"FUC18","D18_FUC18","Lytic","Temperate",0.501698301698302,0.02136928288109,1,6,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",369,35.7387653157317,"NODE_416_length_6029_cov_5.848678",6029,5.848678,NA,1.778342941569
"NODE_41620_length_1074_cov_2.166830||lt2gene",2832643,"L1HGH010573",0.811878201654615,0.188121798345387,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.504595404595405,0.0184933946775856,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",23,2.30681224724735,"NODE_41620_length_1074_cov_2.166830",1074,2.16683,"Caudoviricetes",0.644360962918253
"NODE_4163_length_3820_cov_35.578486||full",2832643,"L1EHE1100160",0.9625,0.0375,1,"D18","HFD",5476939,"HFD18","D18_HFD18","Lytic","Lytic",0.503196803196803,0.0148515535263845,0.571428571428571,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",1526,278.622785464655,"NODE_4163_length_3820_cov_35.578486",3820,35.578486,"Caudoviricetes",21.8813705862294
"NODE_4163_length_4530_cov_4.389944||full",2832643,"L1EGH020942",0.811878201654615,0.188121798345387,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Temperate",0.501098901098901,0.0146086604678769,0.666666666666667,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",243,38.5861157945516,"NODE_4163_length_4530_cov_4.389944",4530,4.389944,"Caudoviricetes",2.55537190692395
"NODE_4164_length_2477_cov_4.664327||full",2832643,"L1EHE1100151",0.811878201654615,0.188121798345387,1,"D10","HFD",7766878,"HFD10","D10_HFD10","Lytic","Temperate",0.502997002997003,0.0240767531081228,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",138,17.7677568773451,"NODE_4164_length_2477_cov_4.664327",2477,4.664327,"Caudoviricetes",2.151928568108
"NODE_4164_length_3604_cov_3.588335||full",2832643,"L1HGH010575",0.811878201654615,0.188121798345387,1,"D18","CON",4571909,"CON18","D18_CON18","Lytic","Temperate",0.511488511488511,0.0160401113577833,0.8,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",142,31.0592358684305,"NODE_4164_length_3604_cov_3.588335",3604,3.588335,"Caudoviricetes",2.58539699237767
"NODE_41647_length_1243_cov_4.040404||lt2gene",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.507892107892108,0.0137934510242503,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",50,8.99949062883041,"NODE_41647_length_1243_cov_4.040404",1243,4.040404,"Caudoviricetes",2.1720411815359
"NODE_4166_length_2356_cov_6.916993||full",2832643,"L1EHE1100154",0.997298623856846,0.00270137614315429,1,"D14","HFD",10257673,"HFD14","D14_HFD14","Lytic","Lytic",0.513286713286713,0.0158447983160094,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",156,15.2081276133486,"NODE_4166_length_2356_cov_6.916993",2356,6.916993,"Caudoviricetes",1.93651879626679
"NODE_41663_length_1243_cov_2.677609||lt2gene",2832643,"L1HGH010561",0.931779094256249,0.0682209057437508,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Lytic",0.506993006993007,0.0209564123454373,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",84,15.1191442564351,"NODE_41663_length_1243_cov_2.677609",1243,2.677609,"Caudoviricetes",3.64902918498031
"NODE_4169_length_4356_cov_4.055103||full",2832643,"L1HGH010566",0.80872020286266,0.191279797137341,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Temperate",0.504595404595405,0.0185041846050928,0.555555555555556,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",275,19.0893147387211,"NODE_4169_length_4356_cov_4.055103",4356,4.055103,"Caudoviricetes",1.31469109770806
"NODE_417_length_14033_cov_12.421090||full",2832643,"L1EGH020937",0.025,0.975,2,"D10","FUC",5160896,"FUC10","D10_FUC10","Temperate","Temperate",0.502297702297702,0.017667354556654,0.5,9,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",1992,385.979488832947,"NODE_417_length_14033_cov_12.421090",14033,12.42109,"Caudoviricetes",8.25153899022903
"NODE_4170_length_5688_cov_13.321853||full",2832643,"L1EGH020941",0.899953191305072,0.100046808694928,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Lytic","Lytic",0.500799200799201,0.0205272220464258,0.8,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",851,130.854690248804,"NODE_4170_length_5688_cov_13.321853",5688,13.321853,"Caudoviricetes",6.90161868400864
"NODE_4175_length_6267_cov_5.437057||full",2832643,"L1HGH010573",0.926713014961095,0.0732869850389049,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.503396603396604,0.0128979502016434,0.777777777777778,7,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",386,38.7143272798902,"NODE_4175_length_6267_cov_5.437057",6267,5.437057,"Caudoviricetes",1.85324687792677
"NODE_4176_length_3868_cov_2.811697||full",2492962,"L1EGH020947",0.811878201654615,0.188121798345387,2,"D18","FUC",6254490,"FUC18","D18_FUC18","Lytic","Temperate",0.5001998001998,0.021262768804185,1,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Drexlerviridae;Tunavirinae;Tunavirus;Tunavirus_T1;Escherichia_phage_T1",117,18.7065612064293,"NODE_4176_length_3868_cov_2.811697",3868,2.811697,"Tunavirinae",1.45087082779958
"NODE_41761_length_1241_cov_3.366779||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Lytic",0.506393606393606,0.0183851471225261,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",37,6.6596230653345,"NODE_41761_length_1241_cov_3.366779",1241,3.366779,"Caudoviricetes",1.60990082159577
"NODE_41863_length_1004_cov_3.540569||full",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.503696303696304,0.0139845867689088,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",45,5.41457343268554,"NODE_41863_length_1004_cov_3.540569",1004,3.540569,"Caudoviricetes",1.61790042809329
"NODE_4187_length_2109_cov_2.724440||full",2826635,"L1EGH020949",0.997576147988498,0.00242385201150181,2,"D18","FUC",12447007,"FUC18","D18_FUC18","Lytic","Temperate",0.504595404595405,0.0243168006757262,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Myoviridae_sp._ctHaT25",59,4.74009534982988,"NODE_4187_length_2109_cov_2.724440",2109,2.72444,"Myoviridae",0.674266763844934
"NODE_4187_length_4444_cov_5.017772||full",2832643,"L1EGH020944",0.811878201654615,0.188121798345387,2,"D14","FUC",8504684,"FUC14","D14_FUC14","Lytic","Lytic",0.501298701298701,0.0230542073286509,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",219,25.7505158333925,"NODE_4187_length_4444_cov_5.017772",4444,5.017772,"Caudoviricetes",1.73833365211921
"NODE_4188_length_4516_cov_3.960771||full",38018,"L1EGH020942",0.897064055583069,0.102935944416931,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Lytic",0.509490509490509,0.0118624796074305,1,4,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",208,33.0284447953364,"NODE_4188_length_4516_cov_3.960771",4516,3.960771,NA,2.19409509269285
"NODE_41936_length_1237_cov_3.266497||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.509190809190809,0.0191696291867892,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",52,9.35947025398362,"NODE_41936_length_1237_cov_3.266497",1237,3.266497,"Caudoviricetes",2.26987960888851
"NODE_4194_length_2877_cov_5.164068||full",2832643,"L1EHE1100149",0.811878201654615,0.188121798345387,1,"D10","HFD",7600927,"HFD10","D10_HFD10","Lytic","Lytic",0.511488511488511,0.0122677973490579,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",152,19.9975608238311,"NODE_4194_length_2877_cov_5.164068",2877,5.164068,"Caudoviricetes",2.08525138934631
"NODE_4195_length_1726_cov_3.734291||lt2gene",2832643,"L1EHE1100159",0.811878201654615,0.188121798345387,1,"D18","HFD",7183523,"HFD18","D18_HFD18","Lytic","Lytic",0.513586413586414,0.0258602364179639,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",65,9.04848498431758,"NODE_4195_length_1726_cov_3.734291",1726,3.734291,"Caudoviricetes",1.57273783041441
"NODE_42_length_34303_cov_70.734145||full",2832643,"L1EHE1100152",0.960226194893518,0.0397738051064824,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Temperate",0.50999000999001,0.0118224498134058,0.842105263157895,32,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",25507,4437.68246048067,"NODE_42_length_34303_cov_70.734145",34303,70.734145,"Caudoviricetes",38.8101547428563
"NODE_42013_length_1066_cov_1.852621||full",2832643,"L1HGH010573",0.931779094256249,0.0682209057437508,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.503496503496504,0.0268171765650525,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",24,2.40710843191027,"NODE_42013_length_1066_cov_1.852621",1066,1.852621,"Caudoviricetes",0.677422635622028
"NODE_42018_length_1076_cov_2.162586||lt2gene",2832643,"L1HGH010577",0.811878201654615,0.188121798345387,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Temperate",0.506393606393606,0.0187772329819546,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",25,3.15126381435275,"NODE_42018_length_1076_cov_2.162586",1076,2.162586,"Caudoviricetes",0.87860515270058
