"Diet1","Sample_id","Original_Part","Modified_Part","lineage _nt","species_annotation","annotation_pre","host_Taxids","host_Lineage","host_annotation","Lytic","Temperate","BioProject","Diet","Nutrition1","Nutrition","Antibiotic","Diease","Diease2","Country","Continent","Host","Age","Age2","Sex","Diet_Type","gene"
"","ERR3764872","NODE_2_length_5657_cov_6.391682_cutoff_5_type_circular","part_953_N2","k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__unclassified_Microviridae_genus;s__Microviridae_sp.","Microviridae",NA,NA,NA,NA,"0.9168794290555962","0.08312057094440387","PRJEB35769","","Baseline","Baseline","N","Healthy","Healthy","Germany","Europe","human","Adult","","","Control","part_953_N2"
"Low_fiber_diet","SRR17965663","NODE_5_length_5505_cov_16.686606_cutoff_5_type_circular","part_1343_N5","k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__unclassified_Microviridae_genus;s__Microvirus_sp.","Microvirus",NA,NA,NA,NA,"0.8118782016546146","0.1881217983453865","PRJNA770295.2","Low_fiber_diet","","","","Tumour","Anti-PD1","United_States","North_America","mouse","","","","Control","part_1343_N5"
"High_fat_diet","SRR12464007","NODE_82_length_30689_cov_7.771070","part_1128_N82","k__Bacteria;p__Candidatus_Saccharibacteria;c__unclassified_Candidatus_Saccharibacteria_class;o__unclassified_Candidatus_Saccharibacteria_order;f__unclassified_Candidatus_Saccharibacteria_family;g__unclassified_Candidatus_Saccharibacteria_genus;s__Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_44_17","Myoviridae","Candidatus",NA,NA,NA,"0.0125","0.9875","PRJNA657446","High_fat_diet","","","","","","China","Asia","mouse","","","male","Fat","part_1128_N82"
"","SRR13573576","NODE_9_length_6243_cov_22.522400_cutoff_0_type_circular","part_1117_N9","k__Bacteria;p__unclassified_Bacteria_phylum;c__unclassified_Bacteria_class;o__unclassified_Bacteria_order;f__unclassified_Bacteria_family;g__unclassified_Bacteria_genus;s__uncultured_bacterium","Microvirus","uncultured",NA,NA,NA,"0.931779094256249","0.06822090574375078","PRJNA694540","","Amylin","Protein","","","","China","Asia","mouse","","","","Control","part_1117_N9"
"Vegatarian","ERR6170143","NODE_1_length_30840_cov_2.151532_cutoff_0_type_circular","part_530_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Terrisporobacter",1505652,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Terrisporobacter;s__unclassified_Terrisporobacter_species","Bacillota","0.6875","0.3125","PRJEB45944","Vegatarian","","","N","","","Netherlands","Europe","human","Adult","","","Special population diet","part_530_N1"
"Whole_grain_diet","SRR5866598","NODE_1_length_6175_cov_8.236635_cutoff_0_type_circular","part_072_N1","k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__unclassified_Microviridae_genus;s__Microviridae_sp.","Microviridae","Peromfec",NA,NA,NA,"0.8118782016546146","0.1881217983453865","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_072_N1"
"Low_urbanization","SRR1761699","NODE_9_length_19351_cov_9.572761_cutoff_0_type_circular","part_458_N9","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.0","1.0","PRJNA268964","Low_urbanization","","","","Healthy","Healthy","Peru","South_America","human","","","female","Control","part_458_N9"
"High_fat_diet","SRR10359664","NODE_2_length_9335_cov_1.817659_cutoff_0_type_circular","part_1066_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Lactobacillus",1578,"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_Lactobacillus_species","Bacillota","0.8118782016546146","0.1881217983453865","PRJNA576024","High_fat_diet","No_Polyphenol","Polyphenol","","","","China","Asia","mouse","","","","Fat","part_1066_N2"
"Vegatarian","SRR8146955","NODE_1_length_58119_cov_3.549955_cutoff_0_type_circular","part_720_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.0875","0.9125","PRJNA421881","Vegatarian","","","","","","Italy","Europe","human","Adult","","","Special population diet","part_720_N1"
"Baseline","SRR7989821","NODE_1_length_42366_cov_45.931211_cutoff_0_type_circular","part_245_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.0125","0.9875","PRJNA491335.2","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_245_N1"
"Low_gluten_diet","SRR7989822","NODE_1_length_42366_cov_10.916527_cutoff_0_type_circular","part_291_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.0125","0.9875","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_291_N1"
"Baseline","SRR5866423","NODE_2_length_41573_cov_9.619433_cutoff_0_type_circular","part_091_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.0125","0.9875","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_091_N2"
"Vegatarian","ERR4991502","NODE_2_length_41313_cov_5.218691_cutoff_0_type_circular","part_935_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridiales",186802,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__unclassified_Eubacteriales_family;g__unclassified_Eubacteriales_genus;s__unclassified_Eubacteriales_species","Bacillota","0.05","0.95","PRJEB41867","Vegatarian","High_alkohol","Alkohol","","Obesity","Obesity","Austria","Europe","human","Adult","","male","Special population diet","part_935_N2"
"Low_gluten_diet","SRR7989886","NODE_1_length_37780_cov_5.239053_cutoff_5_type_circular","part_343_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Listeria",1637,"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__unclassified_Listeria_species","Bacillota","0.6375","0.3625","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_343_N1"
"Low_calorie_diet","ERR8959505","NODE_63_length_38370_cov_7.074984","part_827_N63","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Kiritimatiellae",NA,NA,NA,"0.475","0.525","PRJEB35524","Low_calorie_diet","Soybean_protein_component","Protein","N","Obesity","Obesity","France","Europe","human","Adult","","","Fat","part_827_N63"
"Baseline","SRR7989984","NODE_1_length_39492_cov_44.025168_cutoff_0_type_circular","part_311_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.1875","0.8125","PRJNA491335.1","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_311_N1"
"Baseline","SRR7989821","NODE_2_length_41042_cov_151.544709_cutoff_0_type_circular","part_246_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Oscillospiraceae",216572,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__unclassified_Oscillospiraceae_genus;s__unclassified_Oscillospiraceae_species","Bacillota","0.45","0.55","PRJNA491335.2","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_246_N2"
"","SRR18940297","NODE_5_length_37743_cov_16.978360_cutoff_0_type_circular","part_795_N5","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Alphaproteobacteria",28211,"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__unclassified_Alphaproteobacteria_order;f__unclassified_Alphaproteobacteria_family;g__unclassified_Alphaproteobacteria_genus;s__unclassified_Alphaproteobacteria_species","Pseudomonadota","0.0","1.0","PRJNA832737","","Low_Milk","Protein","","","NHMC","Italy","Europe","human","Adult","","","Control","part_795_N5"
"Low_gluten_diet","SRR7989918","NODE_1_length_38163_cov_8.342567_cutoff_5_type_circular","part_255_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","bacterium",1869227,"k__Bacteria;p__unclassified_Bacteria_phylum;c__unclassified_Bacteria_class;o__unclassified_Bacteria_order;f__unclassified_Bacteria_family;g__unclassified_Bacteria_genus;s__bacterium","unclassified_Bacteria_phylum","0.9987156186452293","0.0012843813547707623","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","male","Control","part_255_N1"
"Omnivores","ERR5947762","NODE_2_length_35151_cov_19.202233_cutoff_5_type_circular","part_1156_N2","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","0.9987156186452293","0.0012843813547707623","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1156_N2"
"Omnivores","ERR5947557","NODE_1_length_35151_cov_19.361552_cutoff_0_type_circular","part_1255_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","0.9987156186452293","0.0012843813547707623","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1255_N1"
"High_gluten_diet","SRR7989848","NODE_1_length_35718_cov_4.672680_cutoff_5_type_circular","part_251_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","1.0","0.0","PRJNA491335.1","High_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Gluten","part_251_N1"
"High_gluten_diet","SRR7989806","NODE_1_length_36714_cov_7.162568_cutoff_5_type_circular","part_261_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","0.9995052770448549","0.0004947229551451188","PRJNA491335.1","High_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Gluten","part_261_N1"
"Baseline","SRR5866493","NODE_1_length_36714_cov_5.483282_cutoff_0_type_circular","part_134_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","0.9995052770448549","0.0004947229551451188","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_134_N1"
"Low_gluten_diet","SRR7989812","NODE_1_length_36705_cov_5.067981_cutoff_5_type_circular","part_341_N1","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","0.9995052770448549","0.0004947229551451188","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_341_N1"
"Baseline","ERR8958732","NODE_58_length_36096_cov_16.227963","part_812_N58","k__Viruses;p__unclassified_Viruses_phylum;c__unclassified_Viruses_class;o__unclassified_Viruses_order;f__unclassified_Viruses_family;g__unclassified_Viruses_genus;s__Bacteriophage_sp.","Siphoviridae","Cytophagales",768507,"k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__unclassified_Cytophagales_family;g__unclassified_Cytophagales_genus;s__unclassified_Cytophagales_species","Bacteroidota","1.0","0.0","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_812_N58"
"Chow_diet","SRR4116676","NODE_2_length_37650_cov_16.161738_cutoff_0_type_circular","part_047_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Clostridium_phage_phiCP9O","Siphoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.8625","0.1375","PRJNA341282","Chow_diet","","","","","","China","Asia","mouse","","","","Control","part_047_N2"
"Baseline","SRR17241878","NODE_4_length_34970_cov_32.098958_cutoff_0_type_circular","part_990_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.75","0.25","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_990_N4"
"Baseline","SRR17241825","NODE_4_length_35872_cov_94.063645_cutoff_0_type_circular","part_1031_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.75","0.25","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_1031_N4"
"Baseline","SRR17241840","NODE_1_length_35874_cov_31.158643_cutoff_0_type_circular","part_986_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.75","0.25","PRJNA788383","Baseline","Baseline","Baseline","","Obesity","Obesity","Italy","Europe","human","children","","","Control","part_986_N1"
"Low_calorie_diet","ERR8960470","NODE_4_length_62374_cov_9.898121","part_820_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.5978662431208107","0.40213375687918973","PRJEB35524","Low_calorie_diet","Milk_protein_component","Protein","N","Obesity","Obesity","France","Europe","human","Adult","","","Fat","part_820_N4"
"Low_gluten_diet","SRR7989869","NODE_2_length_61833_cov_7.200644_cutoff_0_type_circular","part_268_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.7976321585903083","0.2023678414096916","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_268_N2"
"Low_calorie_diet","SRR2155358","NODE_2_length_61877_cov_8.832654_cutoff_5_type_circular","part_571_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.8450440528634362","0.15495594713656388","PRJNA290729","Low_calorie_diet","Inulin","Polysaccharide","N","Obesity","Obesity","Germany","Europe","human","Adult","","","Fat","part_571_N2"
"Baseline","SRR6339457","NODE_1_length_61814_cov_20.166178_cutoff_5_type_circular","part_1373_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.9677863436123347","0.0322136563876652","PRJNA420817","Baseline","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Control","part_1373_N1"
"Baseline","SRR5866559","NODE_3_length_63486_cov_9.469665_cutoff_5_type_circular","part_108_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.7912540971353449","0.2087459028646553","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_108_N3"
"Low_calorie_diet","ERR8958738","NODE_17_length_60952_cov_35.443897","part_891_N17","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.8025881057268723","0.19741189427312777","PRJEB35524","Low_calorie_diet","Soybean_protein_component","Protein","N","Obesity","Obesity","France","Europe","human","Adult","","","Fat","part_891_N17"
"Baseline","SRR5866416","NODE_2_length_60622_cov_4.315583_cutoff_5_type_circular","part_150_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.9925660792951543","0.0074339207048458155","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_150_N2"
"Omnivores","ERR5654450","NODE_6_length_61829_cov_15.436909","part_1184_N6","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.7925660792951542","0.20743392070484584","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1184_N6"
"Omnivores","ERR5947515","NODE_1_length_63023_cov_4.267918_cutoff_5_type_circular","part_1261_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.9775881057268723","0.02241189427312775","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Youth","","Control","part_1261_N1"
"Omnivores","ERR5947720","NODE_1_length_63023_cov_4.315696_cutoff_0_type_circular","part_1149_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Podoviridae","Clostridiaceae",31979,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__unclassified_Clostridiaceae_genus;s__unclassified_Clostridiaceae_species","Bacillota","0.9775881057268723","0.02241189427312775","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Youth","","Control","part_1149_N1"
"","SRR15417039","NODE_7_length_33171_cov_12.651709","part_472_N7","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Collinsella",102106,"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__unclassified_Collinsella_species","Actinomycetota","0.0375","0.9625","PRJNA746613","","FOS","Oligosaccharide","Y","Tumour","Hematologic_malignancies+HCT","United_States","North_America","human","Adult","","","Control","part_472_N7"
"Low_urbanization","SRR1761706","NODE_4_length_31211_cov_5.378065_cutoff_0_type_circular","part_445_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Acinetobacter",469,"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__unclassified_Acinetobacter_species","Pseudomonadota","0.85","0.15","PRJNA268964","Low_urbanization","","","","Healthy","Healthy","Peru","South_America","human","","","male","Control","part_445_N4"
"Low_urbanization","SRR1761715","NODE_2_length_32670_cov_4.601165_cutoff_5_type_circular","part_465_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Weissella",46255,"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__unclassified_Weissella_species","Bacillota","0.8625","0.1375","PRJNA268964","Low_urbanization","","","","Healthy","Healthy","Peru","South_America","human","","","male","Control","part_465_N2"
