SRR14826639.NODE_14302_length_2028_cov_3.341105||full	SRR14826639.NODE_14302_length_2028_cov_3.341105||full
SRR14826642.NODE_22877_length_1570_cov_1.848845||full	SRR14826642.NODE_22877_length_1570_cov_1.848845||full
SRR14826642.NODE_6755_length_3535_cov_3.950000||lt2gene	SRR14826642.NODE_6755_length_3535_cov_3.950000||lt2gene
SRR14826642.NODE_6755_length_3535_cov_3.950000||lt2gene	mgm4540251.3_d.NODE_1043_length_2787_cov_6.520132||lt2gene
SRR14826642.NODE_6755_length_3535_cov_3.950000||lt2gene	mgm4540251.3_d.NODE_1043_length_2787_cov_6.520132||lt2gene
SRR14826642.NODE_23159_length_1558_cov_5.714571||lt2gene	SRR14826642.NODE_23159_length_1558_cov_5.714571||lt2gene
SRR14826643.NODE_1172_length_13092_cov_6.756462||full	SRR14826643.NODE_1172_length_13092_cov_6.756462||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826643.NODE_1621_length_10279_cov_4.040884||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826638.NODE_8926_length_3171_cov_4.667522||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826642.NODE_8972_length_2912_cov_9.111306||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826646.NODE_14875_length_3405_cov_11.527463||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826649.NODE_25326_length_2418_cov_3.122302||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826648.NODE_20594_length_2049_cov_10.985958||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826642.NODE_3306_length_5951_cov_7.203189||full
SRR14826643.NODE_1621_length_10279_cov_4.040884||full	SRR14826648.NODE_8353_length_3955_cov_7.606154||full
SRR14826643.NODE_2481_length_7300_cov_4.998482||full	SRR14826643.NODE_2481_length_7300_cov_4.998482||full
SRR14826643.NODE_2481_length_7300_cov_4.998482||full	SRR14826646.NODE_6507_length_6781_cov_8.505352||full
SRR14826643.NODE_2481_length_7300_cov_4.998482||full	SRR13827513.NODE_3337_length_6008_cov_8.209306||full
SRR14826643.NODE_2481_length_7300_cov_4.998482||full	SRR13827518.NODE_4554_length_4592_cov_5.802513||full
SRR14826643.NODE_2760_length_6665_cov_3.937670||full	SRR14826643.NODE_2760_length_6665_cov_3.937670||full
SRR14826643.NODE_2760_length_6665_cov_3.937670||full	SRR14826638.NODE_23375_length_1680_cov_3.005538||full
SRR14826643.NODE_2760_length_6665_cov_3.937670||full	SRR14826649.NODE_28579_length_2218_cov_2.683773||full
SRR14826643.NODE_2760_length_6665_cov_3.937670||full	SRR14826648.NODE_21994_length_1958_cov_2.678403||full
SRR14826643.NODE_3515_length_5432_cov_3.326576||full	SRR14826643.NODE_3515_length_5432_cov_3.326576||full
SRR14826643.NODE_3515_length_5432_cov_3.326576||full	SRR14826638.NODE_10377_length_2852_cov_3.643904||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826643.NODE_5903_length_3614_cov_13.835909||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826646.NODE_31760_length_1884_cov_59.714598||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826639.NODE_20583_length_1554_cov_26.795197||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826638.NODE_7379_length_3614_cov_87.658050||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826641.NODE_5907_length_3518_cov_59.485129||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826644.NODE_4362_length_3613_cov_8.196459||full
SRR14826643.NODE_5903_length_3614_cov_13.835909||full	SRR14826649.NODE_27757_length_2265_cov_35.700905||full
SRR14826643.NODE_8068_length_2880_cov_2.652389||full	SRR14826643.NODE_8068_length_2880_cov_2.652389||full
SRR14826643.NODE_8068_length_2880_cov_2.652389||full	SRR14826639.NODE_17761_length_1728_cov_3.520622||full
SRR14826643.NODE_8068_length_2880_cov_2.652389||full	SRR14826649.NODE_32848_length_2018_cov_3.855833||full
SRR14826643.NODE_8550_length_2757_cov_4.444486||full	SRR14826643.NODE_8550_length_2757_cov_4.444486||full
SRR14826643.NODE_9043_length_2655_cov_3.333846||full	SRR14826643.NODE_9043_length_2655_cov_3.333846||full
SRR14826643.NODE_9691_length_2538_cov_2.690697||full	SRR14826643.NODE_9691_length_2538_cov_2.690697||full
SRR14826643.NODE_9691_length_2538_cov_2.690697||full	SRR8735344.NODE_16005_length_2390_cov_2.439829||full
SRR14826643.NODE_10678_length_2371_cov_3.812608||full	SRR14826643.NODE_10678_length_2371_cov_3.812608||full
SRR14826643.NODE_10962_length_2329_cov_2.421724||full	SRR14826643.NODE_10962_length_2329_cov_2.421724||full
SRR14826643.NODE_10962_length_2329_cov_2.421724||full	SRR14826646.NODE_27353_length_2112_cov_3.466213||full
SRR14826643.NODE_10962_length_2329_cov_2.421724||full	SRR14826638.NODE_20580_length_1823_cov_3.647059||full
SRR14826643.NODE_11184_length_2299_cov_3.036542||full	SRR14826643.NODE_11184_length_2299_cov_3.036542||full
SRR14826643.NODE_11184_length_2299_cov_3.036542||full	SRR14826642.NODE_14669_length_2110_cov_4.544039||lt2gene
SRR14826643.NODE_11898_length_2201_cov_2.671016||full	SRR14826643.NODE_11898_length_2201_cov_2.671016||full
SRR14826643.NODE_11898_length_2201_cov_2.671016||full	SRR14826646.NODE_34138_length_1786_cov_4.630849||full
SRR14826643.NODE_12178_length_2165_cov_3.661137||full	SRR14826643.NODE_12178_length_2165_cov_3.661137||full
SRR14826643.NODE_12469_length_2130_cov_2.787470||full	SRR14826643.NODE_12469_length_2130_cov_2.787470||full
SRR14826643.NODE_13084_length_2067_cov_2.748012||full	SRR14826643.NODE_13084_length_2067_cov_2.748012||full
SRR14826643.NODE_13529_length_2019_cov_2.708248||full	SRR14826643.NODE_13529_length_2019_cov_2.708248||full
SRR14826643.NODE_14040_length_1968_cov_2.455829||full	SRR14826643.NODE_14040_length_1968_cov_2.455829||full
SRR14826643.NODE_14813_length_1897_cov_2.247014||full	SRR14826643.NODE_14813_length_1897_cov_2.247014||full
SRR14826643.NODE_15774_length_1821_cov_2.874858||full	SRR14826643.NODE_15774_length_1821_cov_2.874858||full
SRR14826643.NODE_16421_length_1773_cov_4.539581||full	SRR14826643.NODE_16421_length_1773_cov_4.539581||full
SRR14826643.NODE_17114_length_1724_cov_3.517076||full	SRR14826643.NODE_17114_length_1724_cov_3.517076||full
SRR14826643.NODE_19329_length_1594_cov_2.655621||full	SRR14826643.NODE_19329_length_1594_cov_2.655621||full
SRR14826643.NODE_17666_length_1689_cov_3.062424||lt2gene	SRR14826643.NODE_17666_length_1689_cov_3.062424||lt2gene
SRR14826644.NODE_2044_length_7213_cov_6.666248||full	SRR14826644.NODE_2044_length_7213_cov_6.666248||full
SRR14826644.NODE_2044_length_7213_cov_6.666248||full	SRR14826642.NODE_18099_length_1838_cov_3.022995||full
SRR14826644.NODE_2044_length_7213_cov_6.666248||full	SRR14826638.NODE_20347_length_1835_cov_9.979213||full
SRR14826644.NODE_2330_length_6378_cov_5.555274||full	SRR14826644.NODE_2330_length_6378_cov_5.555274||full
SRR8735345.NODE_11097_length_4275_cov_17.241469||full	SRR8735345.NODE_11097_length_4275_cov_17.241469||full
SRR8735345.NODE_11366_length_4188_cov_5.054440||full	SRR8735345.NODE_11366_length_4188_cov_5.054440||full
SRR8735345.NODE_11871_length_4035_cov_109.748995||full	SRR8735345.NODE_11871_length_4035_cov_109.748995||full
SRR8735345.NODE_11871_length_4035_cov_109.748995||full	SRR8735348.NODE_15249_length_4035_cov_46.763819||full
SRR8735345.NODE_11871_length_4035_cov_109.748995||full	SRR8735344.NODE_7347_length_4035_cov_24.155528||full
SRR8735345.NODE_12722_length_3805_cov_9.040800||full	SRR8735345.NODE_12722_length_3805_cov_9.040800||full
SRR8735345.NODE_13013_length_3738_cov_3.832745||full	SRR8735345.NODE_13013_length_3738_cov_3.832745||full
SRR8735345.NODE_13538_length_3622_cov_3.293804||full	SRR8735345.NODE_13538_length_3622_cov_3.293804||full
SRR8735345.NODE_14473_length_3427_cov_4.711151||full	SRR8735345.NODE_14473_length_3427_cov_4.711151||full
SRR8735345.NODE_14739_length_3379_cov_5.947052||full	SRR8735345.NODE_14739_length_3379_cov_5.947052||full
SRR8735345.NODE_14739_length_3379_cov_5.947052||full	SRR8735348.NODE_31917_length_2289_cov_4.704118||full
SRR8735345.NODE_14739_length_3379_cov_5.947052||full	SRR14826649.NODE_24160_length_2498_cov_6.494474||full
SRR8735345.NODE_14739_length_3379_cov_5.947052||full	SRR14826639.NODE_21081_length_1526_cov_3.353501||full
SRR8735345.NODE_14739_length_3379_cov_5.947052||full	SRR14826646.NODE_28641_length_2038_cov_2.297025||full
SRR8735345.NODE_14886_length_3350_cov_3.550531||full	SRR8735345.NODE_14886_length_3350_cov_3.550531||full
SRR8735345.NODE_15128_length_3306_cov_2.467548||full	SRR8735345.NODE_15128_length_3306_cov_2.467548||full
SRR8735345.NODE_15385_length_3261_cov_4.724579||full	SRR8735345.NODE_15385_length_3261_cov_4.724579||full
SRR8735345.NODE_15385_length_3261_cov_4.724579||full	SRR14826642.NODE_9917_length_2723_cov_3.973013||full
SRR8735345.NODE_15574_length_3224_cov_4.623856||full	SRR8735345.NODE_15574_length_3224_cov_4.623856||full
SRR8735345.NODE_16103_length_3148_cov_2.254769||full	SRR8735345.NODE_16103_length_3148_cov_2.254769||full
SRR8735345.NODE_16537_length_3075_cov_3.726490||full	SRR8735345.NODE_16537_length_3075_cov_3.726490||full
SRR8735345.NODE_16880_length_3019_cov_3.842105||full	SRR8735345.NODE_16880_length_3019_cov_3.842105||full
SRR8735345.NODE_17173_length_2977_cov_5.068104||full	SRR8735345.NODE_17173_length_2977_cov_5.068104||full
SRR8735345.NODE_17694_length_2907_cov_4.538569||full	SRR8735345.NODE_17694_length_2907_cov_4.538569||full
SRR8735345.NODE_18083_length_2854_cov_12.648803||full	SRR8735345.NODE_18083_length_2854_cov_12.648803||full
SRR8735345.NODE_18616_length_2784_cov_4.721876||full	SRR8735345.NODE_18616_length_2784_cov_4.721876||full
SRR8735345.NODE_19145_length_2718_cov_3.586932||full	SRR8735345.NODE_19145_length_2718_cov_3.586932||full
SRR8735345.NODE_20094_length_2615_cov_2.669922||full	SRR8735345.NODE_20094_length_2615_cov_2.669922||full
SRR8735345.NODE_20805_length_2544_cov_2.056247||full	SRR8735345.NODE_20805_length_2544_cov_2.056247||full
SRR8735345.NODE_21035_length_2520_cov_43.203651||full	SRR8735345.NODE_21035_length_2520_cov_43.203651||full
SRR8735345.NODE_21235_length_2500_cov_2.939877||full	SRR8735345.NODE_21235_length_2500_cov_2.939877||full
SRR8735345.NODE_21727_length_2453_cov_3.264804||full	SRR8735345.NODE_21727_length_2453_cov_3.264804||full
SRR8735345.NODE_21921_length_2435_cov_3.127311||full	SRR8735345.NODE_21921_length_2435_cov_3.127311||full
SRR8735345.NODE_22198_length_2411_cov_2.231749||full	SRR8735345.NODE_22198_length_2411_cov_2.231749||full
SRR8735345.NODE_22450_length_2387_cov_3.385506||full	SRR8735345.NODE_22450_length_2387_cov_3.385506||full
SRR8735345.NODE_22744_length_2362_cov_3.408756||full	SRR8735345.NODE_22744_length_2362_cov_3.408756||full
SRR8735345.NODE_23263_length_2319_cov_4.068905||full	SRR8735345.NODE_23263_length_2319_cov_4.068905||full
SRR8735345.NODE_23506_length_2298_cov_5.010700||full	SRR8735345.NODE_23506_length_2298_cov_5.010700||full
SRR8735345.NODE_24327_length_2234_cov_28.126664||full	SRR8735345.NODE_24327_length_2234_cov_28.126664||full
SRR8735345.NODE_24797_length_2199_cov_13.837220||full	SRR8735345.NODE_24797_length_2199_cov_13.837220||full
SRR8735345.NODE_24797_length_2199_cov_13.837220||full	SRR13827522.NODE_16798_length_1526_cov_3.506458||full
SRR8735345.NODE_25038_length_2181_cov_3.835372||full	SRR8735345.NODE_25038_length_2181_cov_3.835372||full
SRR8735345.NODE_25448_length_2152_cov_2.562709||full	SRR8735345.NODE_25448_length_2152_cov_2.562709||full
SRR8735345.NODE_25981_length_2114_cov_5.451676||full	SRR8735345.NODE_25981_length_2114_cov_5.451676||full
SRR8735345.NODE_26775_length_2064_cov_10.005973||full	SRR8735345.NODE_26775_length_2064_cov_10.005973||full
SRR8735345.NODE_27169_length_2041_cov_2.507553||full	SRR8735345.NODE_27169_length_2041_cov_2.507553||full
SRR8735345.NODE_27678_length_2009_cov_8.474923||full	SRR8735345.NODE_27678_length_2009_cov_8.474923||full
SRR8735345.NODE_27902_length_1995_cov_4.139691||full	SRR8735345.NODE_27902_length_1995_cov_4.139691||full
SRR8735345.NODE_28160_length_1979_cov_32.361746||full	SRR8735345.NODE_28160_length_1979_cov_32.361746||full
SRR8735345.NODE_28490_length_1959_cov_43.123950||full	SRR8735345.NODE_28490_length_1959_cov_43.123950||full
SRR8735345.NODE_28490_length_1959_cov_43.123950||full	SRR8735345.NODE_32114_length_1777_cov_54.324623||full
SRR8735345.NODE_28726_length_1946_cov_3.665256||full	SRR8735345.NODE_28726_length_1946_cov_3.665256||full
SRR8735345.NODE_28957_length_1932_cov_3.068194||full	SRR8735345.NODE_28957_length_1932_cov_3.068194||full
SRR8735345.NODE_29212_length_1917_cov_13.756713||full	SRR8735345.NODE_29212_length_1917_cov_13.756713||full
SRR8735345.NODE_29754_length_1888_cov_3.290235||full	SRR8735345.NODE_29754_length_1888_cov_3.290235||full
SRR8735345.NODE_29754_length_1888_cov_3.290235||full	SRR13827508.NODE_18456_length_1650_cov_2.822571||full
SRR8735345.NODE_30115_length_1870_cov_5.201102||full	SRR8735345.NODE_30115_length_1870_cov_5.201102||full
SRR8735345.NODE_30373_length_1857_cov_3.040511||full	SRR8735345.NODE_30373_length_1857_cov_3.040511||full
SRR8735345.NODE_30586_length_1847_cov_142.220982||full	SRR8735345.NODE_30586_length_1847_cov_142.220982||full
SRR8735345.NODE_30586_length_1847_cov_142.220982||full	mgm4540251.3_d.NODE_2707_length_1645_cov_10.757862||full
SRR8735345.NODE_30586_length_1847_cov_142.220982||full	mgm4540251.3_d.NODE_2707_length_1645_cov_10.757862||full
SRR8735345.NODE_30797_length_1838_cov_2.918676||full	SRR8735345.NODE_30797_length_1838_cov_2.918676||full
SRR8735345.NODE_31322_length_1813_cov_42.749147||full	SRR8735345.NODE_31322_length_1813_cov_42.749147||full
SRR8735345.NODE_31676_length_1796_cov_2.573808||full	SRR8735345.NODE_31676_length_1796_cov_2.573808||full
SRR8735345.NODE_32023_length_1781_cov_6.004056||full	SRR8735345.NODE_32023_length_1781_cov_6.004056||full
SRR8735345.NODE_32282_length_1769_cov_9.389732||full	SRR8735345.NODE_32282_length_1769_cov_9.389732||full
SRR8735345.NODE_32282_length_1769_cov_9.389732||full	SRR13827517.NODE_16792_length_1509_cov_3.245530||full
SRR8735345.NODE_32961_length_1742_cov_2.776526||full	SRR8735345.NODE_32961_length_1742_cov_2.776526||full
SRR8735345.NODE_33290_length_1728_cov_1.967723||full	SRR8735345.NODE_33290_length_1728_cov_1.967723||full
SRR8735345.NODE_33671_length_1713_cov_2.700241||full	SRR8735345.NODE_33671_length_1713_cov_2.700241||full
SRR8735345.NODE_34176_length_1692_cov_4.222358||full	SRR8735345.NODE_34176_length_1692_cov_4.222358||full
SRR8735345.NODE_34439_length_1681_cov_3.422509||full	SRR8735345.NODE_34439_length_1681_cov_3.422509||full
SRR8735345.NODE_34735_length_1670_cov_3.730650||full	SRR8735345.NODE_34735_length_1670_cov_3.730650||full
SRR8735345.NODE_34985_length_1662_cov_7.318606||full	SRR8735345.NODE_34985_length_1662_cov_7.318606||full
SRR8735345.NODE_34985_length_1662_cov_7.318606||full	SRR8735344.NODE_31081_length_1663_cov_7.942164||full
SRR8735345.NODE_35986_length_1625_cov_3.284713||full	SRR8735345.NODE_35986_length_1625_cov_3.284713||full
SRR8735345.NODE_36294_length_1613_cov_3.482028||full	SRR8735345.NODE_36294_length_1613_cov_3.482028||full
mgm4539802.3_d.NODE_2099_length_2133_cov_2.035130||full	mgm4539802.3_d.NODE_2099_length_2133_cov_2.035130||full
mgm4539802.3_d.NODE_2099_length_2133_cov_2.035130||full	SRR13827505.NODE_17927_length_1552_cov_1.851035||full
mgm4539802.3_d.NODE_2099_length_2133_cov_2.035130||full	mgm4539802.3_d.NODE_2099_length_2133_cov_2.035130||full
mgm4539802.3_d.NODE_2749_length_1824_cov_2.694178||full	mgm4539802.3_d.NODE_2749_length_1824_cov_2.694178||full
mgm4539802.3_d.NODE_2749_length_1824_cov_2.694178||full	mgm4539802.3_d.NODE_2749_length_1824_cov_2.694178||full
mgm4539802.3_d.NODE_3156_length_1696_cov_2.294942||lt2gene	mgm4539802.3_d.NODE_3156_length_1696_cov_2.294942||lt2gene
mgm4539802.3_d.NODE_3156_length_1696_cov_2.294942||lt2gene	mgm4539802.3_d.NODE_3156_length_1696_cov_2.294942||lt2gene
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827504.NODE_11739_length_1828_cov_7.081782||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539801.3_d.NODE_648_length_5305_cov_3.818476||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539917.3_d.NODE_1224_length_2171_cov_2.750000||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826641.NODE_3503_length_5037_cov_3.813127||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827510.NODE_3925_length_5269_cov_5.593402||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539801.3_d.NODE_648_length_5305_cov_3.818476||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539917.3_d.NODE_1224_length_2171_cov_2.750000||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826642.NODE_9953_length_2716_cov_3.827133||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR8735348.NODE_9506_length_5855_cov_44.667414||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826649.NODE_16006_length_3395_cov_17.045509||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826644.NODE_10501_length_1862_cov_46.679026||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4540252.3_d.NODE_1160_length_2626_cov_2.390121||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4540252.3_d.NODE_1160_length_2626_cov_2.390121||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827505.NODE_5105_length_4358_cov_11.432489||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826639.NODE_3690_length_5911_cov_3.865608||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826639.NODE_15067_length_1953_cov_11.264489||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827508.NODE_8037_length_3193_cov_8.016571||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539918.3_d.NODE_1814_length_3474_cov_4.078385||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	mgm4539918.3_d.NODE_1814_length_3474_cov_4.078385||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827517.NODE_10571_length_2162_cov_23.757950||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR13827509.NODE_12116_length_1878_cov_27.749314||full
mgm4539802.3_d.NODE_319_length_9892_cov_3.941344||full	SRR14826642.NODE_16982_length_1916_cov_21.830736||full
mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full	mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full
mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full	mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full
mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full	mgm4539917.3_d.NODE_1797_length_1622_cov_2.710913||full
mgm4539802.3_d.NODE_512_length_5657_cov_4.709568||full	mgm4539917.3_d.NODE_1797_length_1622_cov_2.710913||full
mgm4539802.3_d.NODE_934_length_3493_cov_2.703898||full	mgm4539802.3_d.NODE_934_length_3493_cov_2.703898||full
mgm4539802.3_d.NODE_934_length_3493_cov_2.703898||full	mgm4539802.3_d.NODE_934_length_3493_cov_2.703898||full
mgm4539802.3_d.NODE_1133_length_3048_cov_2.159038||full	mgm4539802.3_d.NODE_1133_length_3048_cov_2.159038||full
mgm4539802.3_d.NODE_1133_length_3048_cov_2.159038||full	mgm4539802.3_d.NODE_1133_length_3048_cov_2.159038||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	SRR14826646.NODE_30934_length_1923_cov_2.759101||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539918.3_d.NODE_3355_length_2358_cov_3.131568||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539801.3_d.NODE_4144_length_1574_cov_2.183015||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	SRR14826649.NODE_40145_length_1762_cov_4.045108||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539918.3_d.NODE_3355_length_2358_cov_3.131568||full
mgm4539802.3_d.NODE_1559_length_2504_cov_2.471213||full	mgm4539801.3_d.NODE_4144_length_1574_cov_2.183015||full
mgm4539802.3_d.NODE_2409_length_1969_cov_1.729363||full	mgm4539802.3_d.NODE_2409_length_1969_cov_1.729363||full
mgm4539802.3_d.NODE_2409_length_1969_cov_1.729363||full	mgm4539802.3_d.NODE_2409_length_1969_cov_1.729363||full
mgm4539802.3_d.NODE_2629_length_1873_cov_1.662816||full	mgm4539802.3_d.NODE_2629_length_1873_cov_1.662816||full
mgm4539802.3_d.NODE_2629_length_1873_cov_1.662816||full	mgm4539802.3_d.NODE_2629_length_1873_cov_1.662816||full
mgm4539802.3_d.NODE_3913_length_1503_cov_1.658840||full	mgm4539802.3_d.NODE_3913_length_1503_cov_1.658840||full
mgm4539802.3_d.NODE_3913_length_1503_cov_1.658840||full	mgm4539802.3_d.NODE_3913_length_1503_cov_1.658840||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539994.3_d.NODE_4485_length_1673_cov_3.423980||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539801.3_d.NODE_348_length_9838_cov_11.764387||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539918.3_d.NODE_1164_length_4673_cov_10.322867||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539802.3_d.NODE_195_length_18325_cov_13.835085||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827507.NODE_9680_length_2477_cov_20.811313||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827513.NODE_7681_length_2866_cov_10.406973||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539994.3_d.NODE_4485_length_1673_cov_3.423980||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827507.NODE_13816_length_1827_cov_26.937923||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR14826648.NODE_7195_length_4426_cov_13.476779||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR8735345.NODE_12285_length_3912_cov_67.823179||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR14826642.NODE_13479_length_2230_cov_7.469885||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827509.NODE_8433_length_2477_cov_14.412469||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827511.NODE_10509_length_2537_cov_21.958904||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827521.NODE_9723_length_2174_cov_20.778197||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR14826649.NODE_46979_length_1588_cov_15.087410||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539918.3_d.NODE_1164_length_4673_cov_10.322867||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539802.3_d.NODE_195_length_18325_cov_13.835085||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827508.NODE_13098_length_2174_cov_20.818311||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539801.3_d.NODE_348_length_9838_cov_11.764387||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827511.NODE_10873_length_2468_cov_11.825114||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827507.NODE_16402_length_1577_cov_26.017083||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4540252.3_d.NODE_224_length_10139_cov_9.181575||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4540252.3_d.NODE_224_length_10139_cov_9.181575||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827526.NODE_16742_length_1699_cov_27.327859||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827525.NODE_1411_length_12489_cov_27.092649||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827511.NODE_2603_length_8610_cov_18.274927||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR14826639.NODE_9296_length_2774_cov_20.899595||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827522.NODE_1148_length_12549_cov_40.183928||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539801.3_d.NODE_750_length_4677_cov_10.071614||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827515.NODE_8519_length_2537_cov_35.673247||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4539995.3_d.NODE_1592_length_2435_cov_2.150840||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827509.NODE_5293_length_3637_cov_21.525963||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	mgm4540251.3_d.NODE_480_length_4875_cov_5.613693||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827518.NODE_4155_length_5012_cov_18.836595||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827508.NODE_2264_length_9023_cov_14.408118||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827515.NODE_4193_length_4497_cov_28.414903||full
mgm4539917.3_d.NODE_172_length_18027_cov_6.261240||full	SRR13827519.NODE_7535_length_3202_cov_5.602161||full
