"Contig","AMG_contig_length"
"NODE_6032_length_3351_cov_19.807342||full_3---851---1870----1---ID=36_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.675",1020
"NODE_3549_length_4838_cov_7.383860||full_5---1960---2670----1---ID=66_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.644",711
"NODE_6786_length_3080_cov_4.282975||full_1---1---588---1---ID=70_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.476",588
"NODE_3547_length_4842_cov_4.533111||full_6---3985---4512---1---ID=99_6;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.519",528
"NODE_10890_length_2180_cov_2.421647||full_2---80---949----1---ID=103_2;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.447",870
"NODE_10890_length_2180_cov_2.421647||full_3---984---1721----1---ID=103_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.439",738
"NODE_10890_length_2180_cov_2.421647||full_4---1721---2164----1---ID=103_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.419",444
"NODE_95_length_26781_cov_7.272207||full_34---26504---26779----1---ID=109_34;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.620",276
"NODE_23835_length_1260_cov_3.780083||full_1---1---351----1---ID=140_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.504",351
"NODE_3441_length_4950_cov_11.743412||full_6---3846---4589---1---ID=104_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.247",744
"NODE_11305_length_2120_cov_4.032446||full_3---767---1612----1---ID=108_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592",846
"NODE_257_length_19204_cov_6.855919||full_14---6450---7208----1---ID=127_14;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.449",759
"NODE_9467_length_2415_cov_6.252119||full_3---1315---2205----1---ID=131_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.465",891
"NODE_1335_length_8806_cov_8.618329||full_1---1---564----1---ID=140_1;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.587",564
"NODE_1335_length_8806_cov_8.618329||full_2---1173---1580----1---ID=140_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.542",408
"NODE_2556_length_5945_cov_16.231409||full_3---282---1103---1---ID=25_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.550",822
"NODE_2556_length_5945_cov_16.231409||full_4---1093---4119---1---ID=25_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.548",3027
"NODE_2894_length_5520_cov_15.647575||full_8---4120---4950---1---ID=43_8;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.471",831
"NODE_120_length_24876_cov_5.430241||full_19---17157---17960----1---ID=63_19;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552",804
"NODE_7618_length_2835_cov_3.483453||full_4---1005---2327----1---ID=66_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.451",1323
"NODE_247_length_19439_cov_10.531057||full_8---3344---4555---1---ID=117_8;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.568",1212
"NODE_802_length_11349_cov_6.769789||full_5---4662---5606----1---ID=154_5;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=13bp;gc_cont=0.493",945
"NODE_802_length_11349_cov_6.769789||full_7---6367---7002----1---ID=154_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.491",636
"NODE_124_length_24493_cov_11.742614||full_19---12084---13526----1---ID=168_19;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.559",1443
"NODE_124_length_24493_cov_11.742614||full_29---18964---20295----1---ID=168_29;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.541",1332
"NODE_11570_length_2085_cov_26.838424||full_4---1529---2083----1---ID=176_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.641",555
"NODE_1469_length_8377_cov_8.760154||full_1---1---684----1---ID=29_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.475",684
"NODE_1469_length_8377_cov_8.760154||full_9---5547---6299----1---ID=29_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.494",753
"NODE_4123_length_4388_cov_4.809601||full_2---751---1812----1---ID=55_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.363",1062
"NODE_8934_length_2512_cov_3.909239||full_7---2337---2510---1---ID=87_7;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.477",174
"NODE_3100_length_5276_cov_18.267190||full_1---1---696----1---ID=128_1;partial=10;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.638",696
"NODE_16790_length_1610_cov_3.837942||full_2---310---1188---1---ID=130_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564",879
"NODE_1224_length_9185_cov_8.016101||full_12---7143---7871---1---ID=61_12;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.492",729
"NODE_3276_length_5097_cov_10.497025||full_10---4460---4972---1---ID=135_10;partial=01;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.287",513
"NODE_18024_length_1532_cov_3.370345||full_3---596---1411---1---ID=168_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=11-12bp;gc_cont=0.447",816
"NODE_91_length_27315_cov_38.287124||full_27---22886---24505----1---ID=175_27;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.538",1620
"NODE_935_length_10620_cov_8.482726||full_6---5996---7057----1---ID=24_6;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.514",1062
"NODE_17465_length_1566_cov_6.505625||full_4---1192---1563---1---ID=42_4;partial=01;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.586",372
"NODE_11723_length_2066_cov_3.619095||full_2---278---916---1---ID=47_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.490",639
"NODE_11723_length_2066_cov_3.619095||full_3---983---1582----1---ID=47_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.492",600
"NODE_11723_length_2066_cov_3.619095||full_4---1569---1901----1---ID=47_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.498",333
"NODE_1154_length_9487_cov_10.973388||full_4---1015---1809----1---ID=49_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.303",795
"NODE_85_length_27842_cov_12.202397||full_22---18101---18928---1---ID=52_22;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.612",828
"NODE_17698_length_1552_cov_3.398130||full_4---918---1550----1---ID=135_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.594",633
"NODE_1133_length_9601_cov_4.944794||full_3---701---1522----1---ID=153_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.387",822
"NODE_19320_length_1460_cov_5.561566||full_4---1048---1458---1---ID=156_4;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.569",411
"NODE_6392_length_3216_cov_3.746283||full_7---2554---3213----1---ID=175_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.485",660
"NODE_2942_length_5449_cov_11.435669||full_13---3836---4579----1---ID=10_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.304",744
"NODE_506_length_14079_cov_9.866586||full_6---3771---4628---1---ID=23_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.258",858
"NODE_8903_length_2519_cov_3.677760||full_1---1---915---1---ID=113_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.349",915
"NODE_8903_length_2519_cov_3.677760||full_3---1387---2259---1---ID=113_3;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.379",873
"NODE_12250_length_2005_cov_3.441026||full_1---1---606----1---ID=130_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.439",606
"NODE_34_length_35923_cov_19.077283||full_10---5270---6181----1---ID=183_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300",912
"NODE_34_length_35923_cov_19.077283||full_47---34541---35368----1---ID=183_47;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.400",828
"NODE_244_length_19472_cov_16.863573||full_11---7759---8442----1---ID=5_11;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.531",684
"NODE_495_length_14162_cov_7.601900||full_28---14021---14161---1---ID=53_28;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.574",141
"NODE_1107_length_9710_cov_5.859140||full_2---581---1279----1---ID=64_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.625",699
"NODE_33_length_36369_cov_7.461888||full_1---1---540---1---ID=72_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506",540
"NODE_412_length_15492_cov_37.586124||full_9---3761---4297---1---ID=121_9;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.546",537
"NODE_412_length_15492_cov_37.586124||full_11---4512---5174---1---ID=121_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.540",663
"NODE_5469_length_3594_cov_5.491947||full_6---2986---3591---1---ID=139_6;partial=01;start_type=ATG;rbs_motif=TATAA;rbs_spacer=4bp;gc_cont=0.487",606
"NODE_1018_length_10164_cov_12.352755||full_3---663---1664---1---ID=144_3;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.578",1002
"NODE_1018_length_10164_cov_12.352755||full_4---1612---2163---1---ID=144_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.598",552
"NODE_3426_length_4961_cov_18.246433||full_1---1---1491---1---ID=31_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.484",1491
"NODE_3445_length_4947_cov_43.707073||full_8---2462---3385---1---ID=56_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394",924
"NODE_2476_length_6068_cov_9.137535||full_9---4507---5427----1---ID=134_9;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.586",921
"NODE_6802_length_3077_cov_3.131039||full_3---930---1844----1---ID=138_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.452",915
"NODE_11675_length_2071_cov_4.702381||full_1---1---780---1---ID=165_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.476",780
"NODE_27487_length_1143_cov_3.140625||full_1---1---168----1---ID=40_1;partial=10;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.595",168
"NODE_27_length_39778_cov_8.029202||full_24---10619---11716---1---ID=41_24;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.580",1098
"NODE_2174_length_6593_cov_6.927042||full_15---5831---6592---1---ID=47_15;partial=01;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.545",762
"NODE_141_length_23504_cov_9.172758||full_28---21755---22852----1---ID=77_28;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.586",1098
"NODE_574_length_13316_cov_40.664656||full_9---7512---8921---1---ID=125_9;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.533",1410
"NODE_574_length_13316_cov_40.664656||full_16---11555---13177---1---ID=125_16;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.541",1623
"NODE_644_length_12754_cov_6.538310||full_27---12476---12751---1---ID=148_27;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.569",276
"NODE_3143_length_5231_cov_27.943393||full_9---3849---5228----1---ID=158_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.484",1380
"NODE_58_length_25647_cov_36.861676||full_25---15174---15932---1---ID=20_25;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.490",759
"NODE_359_length_10285_cov_5.598143||full_7---2347---3132---1---ID=21_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511",786
"NODE_3993_length_2117_cov_8.551891||full_2---171---503---1---ID=32_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.492",333
"NODE_3993_length_2117_cov_8.551891||full_3---490---1089---1---ID=32_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.493",600
"NODE_3993_length_2117_cov_8.551891||full_4---1156---1794----1---ID=32_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.482",639
"NODE_3736_length_2216_cov_2.795465||full_1---1---474---1---ID=49_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506",474
"NODE_1797_length_3683_cov_3.339581||full_1---1---609---1---ID=29_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.511",609
"NODE_2795_length_2706_cov_3.731045||full_1---1---1047---1---ID=29_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.299",1047
"NODE_1711_length_3816_cov_28.508641||full_1---1---771----1---ID=27_1;partial=10;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=8bp;gc_cont=0.540",771
"NODE_196_length_14288_cov_13.554697||full_15---7990---8742---1---ID=32_15;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=12bp;gc_cont=0.495",753
"NODE_196_length_14288_cov_13.554697||full_23---13605---14288---1---ID=32_23;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.475",684
"NODE_4739_length_1891_cov_5.632353||full_4---1140---1889----1---ID=52_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.480",750
"NODE_3809_length_2186_cov_4.045519||full_3---351---1673----1---ID=14_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.451",1323
"NODE_2407_length_3007_cov_4.845528||full_5---1726---2943----1---ID=38_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.494",1218
"NODE_567_length_7914_cov_6.182339||full_9---3586---4674---1---ID=46_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.553",1089
"NODE_109_length_18951_cov_30.305409||full_22---16502---17851---1---ID=17_22;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=15bp;gc_cont=0.526",1350
"NODE_877_length_5967_cov_4.685555||full_9---4164---5495----1---ID=24_9;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.538",1332
"NODE_734_length_6640_cov_4.954138||full_12---5707---6591----1---ID=51_12;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.567",885
"NODE_673_length_7028_cov_12.986376||full_7---5980---6870----1---ID=10_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.465",891
"NODE_181_length_14859_cov_38.353553||full_5---4222---5622---1---ID=28_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.500",1401
"NODE_18_length_59732_cov_21.414682||full_1---1---465---1---ID=39_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.518",465
"NODE_18_length_59732_cov_21.414682||full_38---25989---26780---1---ID=39_38;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.462",792
"NODE_7487_length_2972_cov_4.509085||full_5---2237---2971----1---ID=44_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.532",735
"NODE_2876_length_6457_cov_25.369572||full_2---746---1666---1---ID=85_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.585",921
"NODE_4985_length_4201_cov_3.921611||full_6---2198---3607----1---ID=88_6;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.533",1410
"NODE_5058_length_4149_cov_4.074744||full_3---994---1959----1---ID=90_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592",966
"NODE_1927_length_8595_cov_6.997190||full_4---2703---3545----1---ID=104_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.587",843
"NODE_282_length_23793_cov_7.333979||full_6---2760---3512----1---ID=23_6;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.429",753
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_1---1---366----1---ID=30_1;partial=10;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.598",366
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_2---519---1655----1---ID=30_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.299",1137
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_3---1716---2768----1---ID=30_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.451",1053
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_4---2758---3723----1---ID=30_4;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.454",966
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_5---3716---5578----1---ID=30_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.487",1863
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_6---5757---5921----1---ID=30_6;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.485",165
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_7---5918---6298----1---ID=30_7;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.483",381
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_8---6354---6950----1---ID=30_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523",597
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_9---6969---7286----1---ID=30_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.494",318
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_10---7276---7452----1---ID=30_10;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.497",177
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_11---7455---7841----1---ID=30_11;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.545",387
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_12---7844---8176----1---ID=30_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.453",333
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_13---8176---8451----1---ID=30_13;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.486",276
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_14---8515---9708----1---ID=30_14;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.512",1194
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_15---9728---10315----1---ID=30_15;partial=00;start_type=TTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.466",588
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_16---10386---11786----1---ID=30_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.494",1401
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_17---11758---13371----1---ID=30_17;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.501",1614
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_18---13466---13672----1---ID=30_18;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.415",207
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_19---13662---13898----1---ID=30_19;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.502",237
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_20---13882---14577----1---ID=30_20;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.489",696
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_21---14702---15958----1---ID=30_21;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.492",1257
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_22---15942---16751----1---ID=30_22;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.467",810
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_23---16759---17298----1---ID=30_23;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.539",540
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_24---17559---17957----1---ID=30_24;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.536",399
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_25---18055---18465----1---ID=30_25;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.453",411
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_26---18462---18680----1---ID=30_26;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466",219
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_27---18677---20029----1---ID=30_27;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.480",1353
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_28---20010---20291----1---ID=30_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.479",282
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_29---20447---22798----1---ID=30_29;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.507",2352
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_30---22798---23241----1---ID=30_30;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.484",444
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_31---23238---23414----1---ID=30_31;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.475",177
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_32---23411---23767----1---ID=30_32;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.501",357
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_33---23926---24513----1---ID=30_33;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.474",588
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_34---24918---25166----1---ID=30_34;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.442",249
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_35---25183---26505----1---ID=30_35;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411",1323
"NODE_60_length_42505_cov_12.850671||full_1-1-27495/42406_36---26680---27495----1---ID=30_36;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.374",816
"NODE_34_length_51894_cov_10.469666||full_9---5454---7205---1---ID=38_9;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.534",1752
"NODE_224_length_25919_cov_60.070793||full_5---1681---3012---1---ID=45_5;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.541",1332
"NODE_224_length_25919_cov_60.070793||full_15---8450---9889---1---ID=45_15;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.558",1440
"NODE_13626_length_1736_cov_3.678763||full_6---1073---1579----1---ID=50_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.325",507
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_1---241---1947---1---ID=82_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.299",1707
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_2---1997---2623----1---ID=82_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.293",627
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_3---2880---3308---1---ID=82_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.231",429
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_4---3491---3907---1---ID=82_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.225",417
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_5---3952---4362---1---ID=82_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.251",411
"NODE_741_length_14787_cov_14.615938||full_1-1324-14728/14728_6---4365---4850---1---ID=82_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.311",486
