"Contig_number","Sample_id","IMG_name","Source","Viruse_type","Bacteria_Host","Virulent","Temperate","Phacts_result","Probability","Standard_deviation","GD","Diet","Group","num_seqs","bac_result","Mapped.Reads.Number","Contig_Abundance","Bacteria_Host_G","Contig_number2","Contig_name2"
"NODE_7436_length_2409_cov_3.508921||full","L1EHE1100150","IMGVR_UViG_3300045988_124774|3300045988|Ga0495776_093604","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;",NA,NA,"Temperate",0.503096903096903,0.0248476271190738,"D10","HFD","HFD_D10",2197362,NA,91,41.4132946687892,"Faecalibacillus","NODE_7436_length_2409_cov_3.50","NODE_7436_length_2409_cov_3.50"
"NODE_7460_length_1397_cov_1.858420||full","L1EHE1100146","IMGVR_UViG_2884068351_000001|2884068351|2884068351|480923-531839","Host-associated;Mammals: Human;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale",NA,NA,"Lytic",0.511988011988012,0.0166521810115068,"D0","HFD","HFD_D0",9341696,NA,23,2.46207969088268,"Amedibacterium","NODE_7460_length_1397_cov_1.85","NODE_7460_length_1397_cov_1.85"
"NODE_7464_length_3597_cov_6.288255||full","L1HGH010559","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",NA,NA,"Lytic",0.503596403596404,0.0151930284323434,"D0","CON","CON_D0",1732889,NA,292,168.504734002005,"Duncaniella","NODE_7464_length_3597_cov_6.28","NODE_7464_length_3597_cov_6.28"
"NODE_747_length_11127_cov_6.233111||full","L1EHE1100160","IMGVR_UViG_3300045988_072023|3300045988|Ga0495776_138326","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.502197802197802,0.0194948588327452,"D18","HFD","HFD_D18",5476939,NA,722,131.825459440027,"Parabacteroides","NODE_747_length_11127_cov_6.23","NODE_747_length_11127_cov_6.23"
"NODE_749_length_8211_cov_7.802722||full","L1EHE1100158","IMGVR_UViG_2791355303_000001|2791355303|2791389248","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C japonicus",NA,NA,"Lytic",0.506993006993007,0.0102488933709706,"D18","HFD","HFD_D18",5825360,NA,672,115.357677465427,"Helicobacter_C","NODE_749_length_8211_cov_7.802","NODE_749_length_8211_cov_7.802"
"NODE_75_length_26983_cov_6.267380||full","L1HGH010558","IMGVR_UViG_3300045988_040909|3300045988|Ga0495776_037665","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.5000999000999,0.0273777312814556,"D0","CON","CON_D0",2217375,NA,1823,822.143300073285,"Parabacteroides","NODE_75_length_26983_cov_6.267","NODE_75_length_26983_cov_6.267"
"NODE_7511_length_2755_cov_8.248519||full","L1HGH010576","IMGVR_UViG_3300014964_000591|3300014964|Ga0134538_1000096|21455-71539","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.505094905094905,0.0196638317927146,"D18","CON","CON_D18",1348974,NA,257,190.515161893409,"Muribaculum","NODE_7511_length_2755_cov_8.24","NODE_7511_length_2755_cov_8.24"
"NODE_7523_length_1255_cov_3.891667||full","L1EHE1100159","IMGVR_UViG_3300006204_000023|3300006204|Ga0081182_1000087","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.507692307692308,0.0163836163836164,"D18","HFD","HFD_D18",7183523,NA,68,9.46610736820916,"Muribaculum","NODE_7523_length_1255_cov_3.89","NODE_7523_length_1255_cov_3.89"
"NODE_7554_length_2744_cov_12.668278||full","L1HGH010576","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.506693306693307,0.0211439216346069,"D18","CON","CON_D18",1348974,NA,378,280.212961851007,"Muribaculum","NODE_7554_length_2744_cov_12.6","NODE_7554_length_2744_cov_12.6"
"NODE_7564_length_3561_cov_10.619224||full","L1HGH010559","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.504695304695305,0.0285014827443806,"D0","CON","CON_D0",1732889,NA,450,259.681953085281,"Muribaculum","NODE_7564_length_3561_cov_10.6","NODE_7564_length_3561_cov_10.6"
"NODE_7581_length_2504_cov_5.543079||full","L1EGH020933","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Lytic",0.504095904095904,0.0250595970679136,"D0","FUC","FUC_D0",11806630,"Lytic",162,13.7211041592732,"Muribaculum","NODE_7581_length_2504_cov_5.54","NODE_7581_length_2504_cov_5.54"
"NODE_7593_length_1526_cov_4.679810||lt2gene","L1EHE1100154","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.510689310689311,0.0243510463862711,"D14","HFD","HFD_D14",10257673,NA,74,7.21411181658842,"Muribaculum","NODE_7593_length_1526_cov_4.67","NODE_7593_length_1526_cov_4.67"
"NODE_7606_length_1990_cov_2.629457||lt2gene","L1EGH020937","IMGVR_UViG_3300029554_000002|3300029554|Ga0245041_100046","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Temperate",0.500999000999001,0.0225041467361625,"D10","FUC","FUC_D10",5160896,"Lytic",53,10.2695345924429,"Parabacteroides","NODE_7606_length_1990_cov_2.62","NODE_7606_length_1990_cov_2.62"
"NODE_765_length_6471_cov_292.755143||full","L1HGH010567","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.514385614385614,0.0180122401153011,"D14","CON","CON_D14",9815966,NA,19668,2003.67442185517,"Faecalibaculum","NODE_765_length_6471_cov_292.7","NODE_765_length_6471_cov_292.7"
"NODE_767_length_9653_cov_10.483017||full","L1EGH020938","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",0.846079174355319,0.153920825644682,"Lytic",0.506893106893107,0.0185566956579441,"D10","FUC","FUC_D10",3904971,"Lytic",1123,287.582161301582,"Duncaniella","NODE_767_length_9653_cov_10.48","NODE_767_length_9653_cov_10.48"
"NODE_7716_length_1548_cov_3.086403||full","L1HGH010571","IMGVR_UViG_2654587529_000001|2654587529|2654589523|94525-128710",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D pullorum",NA,NA,"Lytic",0.503396603396603,0.011146362320177,"D14","CON","CON_D14",2848358,NA,52,18.2561321294584,"Helicobacter_D","NODE_7716_length_1548_cov_3.08","NODE_7716_length_1548_cov_3.08"
"NODE_7729_length_1966_cov_2.453689||full","L1EGH020937","IMGVR_UViG_2671181141_000002|2671181141|2671322810",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A trogontum",0.811878201654615,0.188121798345387,"Temperate",0.500499500499501,0.0205609841473533,"D10","FUC","FUC_D10",5160896,"Lytic",51,9.88200498518087,"Helicobacter_A","NODE_7729_length_1966_cov_2.45","NODE_7729_length_1966_cov_2.45"
"NODE_7739_length_2343_cov_3.644231||full","L1EGH020938","IMGVR_UViG_3300008299_000440|3300008299|Ga0114868_1000041|4434-160214","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.503596403596404,0.0168854812169706,"D10","FUC","FUC_D10",3904971,"Lytic",89,22.7914624718084,"Parabacteroides","NODE_7739_length_2343_cov_3.64","NODE_7739_length_2343_cov_3.64"
"NODE_7769_length_3645_cov_2.493315||full","L1EGH020941","IMGVR_UViG_2883843030_000004|2883843030|2883843064|54156-95806",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp001701195",0,1,"Temperate",0.503096903096903,0.0256694662601764,"D10","FUC","FUC_D10",6503397,"Temperate",99,15.2228135542087,"Muribaculum","NODE_7769_length_3645_cov_2.49","NODE_7769_length_3645_cov_2.49"
"NODE_7775_length_2808_cov_3.864875||full","L1EGH020934","IMGVR_UViG_2791355303_000001|2791355303|2791389248","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C japonicus",0.811878201654615,0.188121798345387,"Temperate",0.509090909090909,0.0149062197431324,"D0","FUC","FUC_D0",9033759,"Lytic",111,12.2872438815337,"Helicobacter_C","NODE_7775_length_2808_cov_3.86","NODE_7775_length_2808_cov_3.86"
"NODE_7777_length_2687_cov_3.382599||full","L1EGH020935","IMGVR_UViG_2899584989_000001|2899584989|2899585040","Host-associated;Mammals;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis",0.811878201654615,0.188121798345387,"Temperate",0.505294705294705,0.0253864218569728,"D0","FUC","FUC_D0",6954542,"Lytic",74,10.6405281613081,"Parabacteroides","NODE_7777_length_2687_cov_3.38","NODE_7777_length_2687_cov_3.38"
"NODE_7778_length_2072_cov_3.260783||full","L1HGH010557","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.505294705294705,0.0236482760226059,"D0","CON","CON_D0",3289088,NA,79,24.0188161581569,"Muribaculum","NODE_7778_length_2072_cov_3.26","NODE_7778_length_2072_cov_3.26"
"NODE_7821_length_2326_cov_3.009687||full","L1EGH020938","IMGVR_UViG_3300045988_053054|3300045988|Ga0495776_039834","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.502497502497502,0.011811893109976,"D10","FUC","FUC_D10",3904971,"Lytic",76,19.4623724478364,"Parabacteroides","NODE_7821_length_2326_cov_3.00","NODE_7821_length_2326_cov_3.00"
"NODE_783_length_7154_cov_5.058177||full","L1EHE1100155","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Lytic",0.502597402597403,0.0192288879030975,"D14","HFD","HFD_D14",8300758,NA,389,46.8631900845682,"Prevotella","NODE_783_length_7154_cov_5.058","NODE_783_length_7154_cov_5.058"
"NODE_7837_length_1790_cov_3.148127||full","L1EGH020948","IMGVR_UViG_3300005461_001003|3300005461|Ga0073906_1000686|42-10953","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.503696303696304,0.0192255140269489,"D18","FUC","FUC_D18",4518638,NA,53,11.7291980459599,"Faecalibaculum","NODE_7837_length_1790_cov_3.14","NODE_7837_length_1790_cov_3.14"
"NODE_7861_length_2524_cov_4.713244||full","L1HGH010570","IMGVR_UViG_3300045988_029885|3300045988|Ga0495776_012472","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.500699300699301,0.0185168547358204,"D14","CON","CON_D14",5615729,NA,117,20.8343386940502,"Parabacteroides","NODE_7861_length_2524_cov_4.71","NODE_7861_length_2524_cov_4.71"
"NODE_7913_length_2749_cov_15.779510||full","L1HGH010566","IMGVR_UViG_2703718957_000001|2703718957|2703753356|60796-99376","Host-associated;Birds;Integumentary system;Skin","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni",NA,NA,"Lytic",0.507992007992008,0.0209039616293368,"D10","CON","CON_D10",14405965,NA,404,28.0439387434302,"Campylobacter_D","NODE_7913_length_2749_cov_15.7","NODE_7913_length_2749_cov_15.7"
"NODE_7936_length_1777_cov_29.688153||full","L1EGH020948","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.512787212787213,0.0188069732230928,"D18","FUC","FUC_D18",4518638,NA,512,113.308479236442,"Muribaculum","NODE_7936_length_1777_cov_29.6","NODE_7936_length_1777_cov_29.6"
"NODE_7939_length_1889_cov_12.996728||full","L1EGH020945","IMGVR_UViG_3300006217_003353|3300006217|Ga0081461_1000679|3-25893","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;",NA,NA,"Temperate",0.508791208791209,0.0226931603345267,"D14","FUC","FUC_D14",8434433,NA,264,31.3002664198056,"Ligilactobacillus","NODE_7939_length_1889_cov_12.9","NODE_7939_length_1889_cov_12.9"
"NODE_7943_length_1332_cov_2.718872||full","L1EHE1100146","IMGVR_UViG_3300014964_000591|3300014964|Ga0134538_1000096|21455-71539","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.502997002997003,0.0299974899174565,"D0","HFD","HFD_D0",9341696,NA,39,4.17483078019238,"Muribaculum","NODE_7943_length_1332_cov_2.71","NODE_7943_length_1332_cov_2.71"
"NODE_7958_length_2805_cov_10.082545||full","L1HGH010568","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.501698301698302,0.0177012152301961,"D14","CON","CON_D14",4271223,NA,266,62.2772447142189,"Duncaniella","NODE_7958_length_2805_cov_10.0","NODE_7958_length_2805_cov_10.0"
"NODE_7966_length_2629_cov_3.028749||full","L1EGH020946","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.507792207792208,0.0201592857017106,"D14","FUC","FUC_D14",7525830,NA,97,12.8889438108488,"Duncaniella","NODE_7966_length_2629_cov_3.02","NODE_7966_length_2629_cov_3.02"
"NODE_7975_length_2734_cov_3.813736||full","L1HGH010566","IMGVR_UViG_3300045988_156927|3300045988|Ga0495776_040651","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",NA,NA,"Temperate",0.503496503496504,0.0189599757162555,"D10","CON","CON_D10",14405965,NA,107,7.42747882561147,"Romboutsia","NODE_7975_length_2734_cov_3.81","NODE_7975_length_2734_cov_3.81"
"NODE_799_length_12498_cov_6.119826||full","L1EGH020933","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.916879429055596,0.0831205709444039,"Lytic",0.510789210789211,0.019428193768826,"D0","FUC","FUC_D0",11806630,"Lytic",837,70.8923714895783,"Duncaniella","NODE_799_length_12498_cov_6.11","NODE_799_length_12498_cov_6.11"
"NODE_8_length_51256_cov_149.138298||full","L1EHE1100158","IMGVR_UViG_3300045988_037495|3300045988|Ga0495776_000366","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.503496503496503,0.0167224531537869,"D18","HFD","HFD_D18",5825360,NA,79998,13732.7135147012,"Parabacteroides","NODE_8_length_51256_cov_149.13","NODE_8_length_51256_cov_149.13"
"NODE_80_length_25030_cov_31.606807||full","L1EGH020938","IMGVR_UViG_3300045988_049870|3300045988|Ga0495776_000120","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.947576147988498,0.0524238520115018,"Lytic",0.504995004995005,0.0212824730643989,"D10","FUC","FUC_D10",3904971,"Lytic",8077,2068.38924027861,"Parabacteroides","NODE_80_length_25030_cov_31.60","NODE_80_length_25030_cov_31.60"
"NODE_8006_length_3433_cov_44.838958||full","L1HGH010559","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.508691308691309,0.0227842322320055,"D0","CON","CON_D0",1732889,NA,1600,923.313610969889,"Duncaniella","NODE_8006_length_3433_cov_44.8","NODE_8006_length_3433_cov_44.8"
"NODE_802_length_6256_cov_4.767134||full","L1HGH010567","IMGVR_UViG_2657244987_000003|2657244987|2657254159|128774-152217",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp000765665",NA,NA,"Lytic",0.505494505494506,0.0232146853918526,"D14","CON","CON_D14",9815966,NA,307,31.2755769528949,"Helicobacter_C","NODE_802_length_6256_cov_4.767","NODE_802_length_6256_cov_4.767"
"NODE_8030_length_1297_cov_3.521739||full","L1HGH010560","IMGVR_UViG_2836884241_000002|2836884241|2836884241|2448457-2557369",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii",NA,NA,"Lytic",0.506293706293706,0.00935867207083347,"D0","CON","CON_D0",5077775,NA,47,9.25602256894014,"Duncaniella","NODE_8030_length_1297_cov_3.52","NODE_8030_length_1297_cov_3.52"
"NODE_8036_length_1671_cov_2.046411||full","L1EGH020936","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Temperate",0.504695304695305,0.0238876158918343,"D0","FUC","FUC_D0",8561108,"Lytic",43,5.0227143495912,"Muribaculum","NODE_8036_length_1671_cov_2.04","NODE_8036_length_1671_cov_2.04"
"NODE_8059_length_1428_cov_3.790240||full","L1EGH020949","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.502697302697303,0.0142951423029637,"D18","FUC","FUC_D18",12447007,NA,57,4.57941415153056,"Duncaniella","NODE_8059_length_1428_cov_3.79","NODE_8059_length_1428_cov_3.79"
"NODE_8061_length_1319_cov_2.232595||full","L1EHE1100146","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.502297702297702,0.0210824717312934,"D0","HFD","HFD_D0",9341696,NA,32,3.42550217861939,"Muribaculum","NODE_8061_length_1319_cov_2.23","NODE_8061_length_1319_cov_2.23"
"NODE_8109_length_2017_cov_4.284404||full","L1HGH010557","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.526873126873127,0.0188819117224084,"D0","CON","CON_D0",3289088,NA,90,27.3632082814446,"Muribaculum","NODE_8109_length_2017_cov_4.28","NODE_8109_length_2017_cov_4.28"
"NODE_8112_length_2519_cov_5.678977||full","L1EHE1100144","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.500999000999001,0.0145061687466971,"D0","HFD","HFD_D0",7682661,NA,148,19.2641586033797,"Duncaniella","NODE_8112_length_2519_cov_5.67","NODE_8112_length_2519_cov_5.67"
"NODE_812_length_7993_cov_4.011338||full","L1HGH010571","IMGVR_UViG_2657244987_000003|2657244987|2657254159|128774-152217",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp000765665",NA,NA,"Temperate",0.508691308691309,0.0302444974502526,"D14","CON","CON_D14",2848358,NA,313,109.887872240779,"Helicobacter_C","NODE_812_length_7993_cov_4.011","NODE_812_length_7993_cov_4.011"
