"AMG.KO","metabolism","Sample_id","protein","scaffold","AMG.KO.name","Pfam","Pfam.name","scaffold2","GD","Diet","Group","num_seqs"
"K10026","Metabolism of cofactors and vitamins","L1EGH020948","NODE_5002_length_2465_cov_6.658506||full_2","NODE_5002_length_2465_cov_6.658506||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_5002_length_2465_cov_6.65","D18","FUC","FUC_D18",4518638
"K10026","Metabolism of cofactors and vitamins","L1EHE1100144","NODE_26377_length_1196_cov_3.523225||full_2","NODE_26377_length_1196_cov_3.523225||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_26377_length_1196_cov_3.5","D0","HFD","HFD_D0",7682661
"K10026","Metabolism of cofactors and vitamins","L1EGH020938","NODE_16045_length_1407_cov_3.052515||full_2","NODE_16045_length_1407_cov_3.052515||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_16045_length_1407_cov_3.0","D10","FUC","FUC_D10",3904971
"K10026","Metabolism of cofactors and vitamins","L1EGH020939","NODE_12566_length_2536_cov_11.389762||full_2","NODE_12566_length_2536_cov_11.389762||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","","","NODE_12566_length_2536_cov_11.","D10","FUC","FUC_D10",3309510
"K10026","Metabolism of cofactors and vitamins","L1HGH010560","NODE_6999_length_1455_cov_5.828571||full_2","NODE_6999_length_1455_cov_5.828571||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_6999_length_1455_cov_5.82","D0","CON","CON_D0",5077775
"K10026","Metabolism of cofactors and vitamins","L1HGH010557","NODE_8225_length_1996_cov_2.659969||full_3","NODE_8225_length_1996_cov_2.659969||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_8225_length_1996_cov_2.65","D0","CON","CON_D0",3289088
"K10026","Metabolism of cofactors and vitamins","L1EGH020949","NODE_4500_length_2024_cov_2.823768||full_3","NODE_4500_length_2024_cov_2.823768||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_4500_length_2024_cov_2.82","D18","FUC","FUC_D18",12447007
"K10026","Metabolism of cofactors and vitamins","L1HGH010561","NODE_222_length_23134_cov_9.148143||full_15","NODE_222_length_23134_cov_9.148143||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF13394.6","4Fe-4S single cluster domain","NODE_222_length_23134_cov_9.14","D0","CON","CON_D0",5555870
"K10026","Metabolism of cofactors and vitamins","L1EGH020937","NODE_10445_length_1490_cov_7.541463||full_2","NODE_10445_length_1490_cov_7.541463||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_10445_length_1490_cov_7.5","D10","FUC","FUC_D10",5160896
"K10026","Metabolism of cofactors and vitamins","L1EHE1100154","NODE_8208_length_1443_cov_4.480548||full_3","NODE_8208_length_1443_cov_4.480548||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_8208_length_1443_cov_4.48","D14","HFD","HFD_D14",10257673
"K10026","Metabolism of cofactors and vitamins","L1EGH020938","NODE_165_length_19161_cov_21.367529||full_25","NODE_165_length_19161_cov_21.367529||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF13394.6","4Fe-4S single cluster domain","NODE_165_length_19161_cov_21.3","D10","FUC","FUC_D10",3904971
"K10026","Metabolism of cofactors and vitamins","L1HGH010566","NODE_11723_length_2066_cov_3.619095||full_3","NODE_11723_length_2066_cov_3.619095||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_11723_length_2066_cov_3.6","D10","CON","CON_D10",14405965
"K10026","Metabolism of cofactors and vitamins","L1HGH010567","NODE_3993_length_2117_cov_8.551891||full_3","NODE_3993_length_2117_cov_8.551891||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_3993_length_2117_cov_8.55","D14","CON","CON_D14",9815966
"K10026","Metabolism of cofactors and vitamins","L1HGH010576","NODE_17663_length_1455_cov_3.015000||full_4","NODE_17663_length_1455_cov_3.015000||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_17663_length_1455_cov_3.0","D18","CON","CON_D18",1348974
"K10026","Metabolism of cofactors and vitamins","L1HGH010557","NODE_111_length_23778_cov_19.670067||full_11","NODE_111_length_23778_cov_19.670067||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF13394.6","4Fe-4S single cluster domain","NODE_111_length_23778_cov_19.6","D0","CON","CON_D0",3289088
"K10026","Metabolism of cofactors and vitamins","L1HGH010559","NODE_26513_length_1484_cov_5.524843||full_2","NODE_26513_length_1484_cov_5.524843||full","queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]","PF04055.21","Radical SAM superfamily","NODE_26513_length_1484_cov_5.5","D0","CON","CON_D0",1732889
"K11358","Amino acid metabolism","L1HGH010573","NODE_2663_length_8281_cov_5.232677||full_1","NODE_2663_length_8281_cov_5.232677||full","yhdR; aspartate aminotransferase [EC:2.6.1.1]","","","NODE_2663_length_8281_cov_5.23","D18","CON","CON_D18",9970469
"K11358","Biosynthesis of other secondary metabolites","L1HGH010573","NODE_2663_length_8281_cov_5.232677||full_1","NODE_2663_length_8281_cov_5.232677||full","yhdR; aspartate aminotransferase [EC:2.6.1.1]","","","NODE_2663_length_8281_cov_5.23","D18","CON","CON_D18",9970469
"K11717","Metabolism of other amino acids","L1HGH010565","NODE_624_length_12648_cov_4.535536||full_11","NODE_624_length_12648_cov_4.535536||full","sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]","PF00266.19","Aminotransferase class-V","NODE_624_length_12648_cov_4.53","D10","CON","CON_D10",12598477
"K12373","Carbohydrate metabolism","L1EGH020946","NODE_586_length_12521_cov_8.771619||full_16","NODE_586_length_12521_cov_8.771619||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_586_length_12521_cov_8.77","D14","FUC","FUC_D14",7525830
"K12373","Carbohydrate metabolism","L1EGH020939","NODE_2400_length_8042_cov_7.645048||full_1","NODE_2400_length_8042_cov_7.645048||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_2400_length_8042_cov_7.64","D10","FUC","FUC_D10",3309510
"K12373","Carbohydrate metabolism","L1EHE1100149","NODE_248_length_19835_cov_18.744793||full_1 1-13573/19831_2","NODE_248_length_19835_cov_18.744793||full_1 1-13573/19831","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_248_length_19835_cov_18.7","D10","HFD","HFD_D10",7600927
"K12373","Carbohydrate metabolism","L1HGH010568","NODE_741_length_14787_cov_14.615938||full_1 1324-14728/14728_1","NODE_741_length_14787_cov_14.615938||full_1 1324-14728/14728","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_741_length_14787_cov_14.6","D14","CON","CON_D14",4271223
"K12373","Carbohydrate metabolism","L1EGH020941","NODE_1736_length_9707_cov_17.697058||full_2","NODE_1736_length_9707_cov_17.697058||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_1736_length_9707_cov_17.6","D10","FUC","FUC_D10",6503397
"K12373","Carbohydrate metabolism","L1EGH020936","NODE_64_length_14674_cov_11.840550||full_3","NODE_64_length_14674_cov_11.840550||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_64_length_14674_cov_11.84","D0","FUC","FUC_D0",8561108
"K12373","Carbohydrate metabolism","L1EGH020945","NODE_236_length_17281_cov_23.482584||full_3","NODE_236_length_17281_cov_23.482584||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_236_length_17281_cov_23.4","D14","FUC","FUC_D14",8434433
"K12373","Carbohydrate metabolism","L1EHE1100151","NODE_166_length_14702_cov_11.517853||full_16","NODE_166_length_14702_cov_11.517853||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_166_length_14702_cov_11.5","D10","HFD","HFD_D10",7766878
"K12373","Carbohydrate metabolism","L1EGH020947","NODE_912_length_9697_cov_7.045323||full_11","NODE_912_length_9697_cov_7.045323||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_912_length_9697_cov_7.045","D18","FUC","FUC_D18",6254490
"K12373","Carbohydrate metabolism","L1EGH020944","NODE_423_length_19895_cov_15.369052||full_1 6040-19894/19894_15","NODE_423_length_19895_cov_15.369052||full_1 6040-19894/19894","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_423_length_19895_cov_15.3","D14","FUC","FUC_D14",8504684
"K12373","Carbohydrate metabolism","L1EGH020933","NODE_575_length_14712_cov_18.808351||full_2","NODE_575_length_14712_cov_18.808351||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_575_length_14712_cov_18.8","D0","FUC","FUC_D0",11806630
"K12373","Carbohydrate metabolism","L1HGH010573","NODE_7106_length_4367_cov_4.707792||full_7","NODE_7106_length_4367_cov_4.707792||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_7106_length_4367_cov_4.70","D18","CON","CON_D18",9970469
"K12373","Carbohydrate metabolism","L1EGH020934","NODE_944_length_9751_cov_14.175227||full_11","NODE_944_length_9751_cov_14.175227||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_944_length_9751_cov_14.17","D0","FUC","FUC_D0",9033759
"K12373","Carbohydrate metabolism","L1EGH020935","NODE_200_length_20055_cov_83.841850||full_1 1-13573/19831_2","NODE_200_length_20055_cov_83.841850||full_1 1-13573/19831","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_200_length_20055_cov_83.8","D0","FUC","FUC_D0",6954542
"K12373","Carbohydrate metabolism","L1EGH020932","NODE_541_length_14712_cov_15.176980||full_16","NODE_541_length_14712_cov_15.176980||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_541_length_14712_cov_15.1","D0","FUC","FUC_D0",5671704
"K12373","Carbohydrate metabolism","L1EHE1100156","NODE_570_length_12356_cov_7.674742||full_16","NODE_570_length_12356_cov_7.674742||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_570_length_12356_cov_7.67","D14","HFD","HFD_D14",3688255
"K12373","Carbohydrate metabolism","L1EGH020951","NODE_407_length_14657_cov_15.147993||full_16","NODE_407_length_14657_cov_15.147993||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_407_length_14657_cov_15.1","D18","FUC","FUC_D18",5400186
"K12373","Carbohydrate metabolism","L1EGH020949","NODE_315_length_9526_cov_6.011403||full_11","NODE_315_length_9526_cov_6.011403||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_315_length_9526_cov_6.011","D18","FUC","FUC_D18",12447007
"K12373","Carbohydrate metabolism","L1HGH010567","NODE_2795_length_2706_cov_3.731045||full_1","NODE_2795_length_2706_cov_3.731045||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_2795_length_2706_cov_3.73","D14","CON","CON_D14",9815966
"K12373","Glycan biosynthesis and metabolism","L1EGH020946","NODE_586_length_12521_cov_8.771619||full_16","NODE_586_length_12521_cov_8.771619||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_586_length_12521_cov_8.77","D14","FUC","FUC_D14",7525830
"K12373","Glycan biosynthesis and metabolism","L1EGH020939","NODE_2400_length_8042_cov_7.645048||full_1","NODE_2400_length_8042_cov_7.645048||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_2400_length_8042_cov_7.64","D10","FUC","FUC_D10",3309510
"K12373","Glycan biosynthesis and metabolism","L1EHE1100149","NODE_248_length_19835_cov_18.744793||full_1 1-13573/19831_2","NODE_248_length_19835_cov_18.744793||full_1 1-13573/19831","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_248_length_19835_cov_18.7","D10","HFD","HFD_D10",7600927
"K12373","Glycan biosynthesis and metabolism","L1HGH010568","NODE_741_length_14787_cov_14.615938||full_1 1324-14728/14728_1","NODE_741_length_14787_cov_14.615938||full_1 1324-14728/14728","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_741_length_14787_cov_14.6","D14","CON","CON_D14",4271223
"K12373","Glycan biosynthesis and metabolism","L1EGH020941","NODE_1736_length_9707_cov_17.697058||full_2","NODE_1736_length_9707_cov_17.697058||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_1736_length_9707_cov_17.6","D10","FUC","FUC_D10",6503397
"K12373","Glycan biosynthesis and metabolism","L1EGH020936","NODE_64_length_14674_cov_11.840550||full_3","NODE_64_length_14674_cov_11.840550||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_64_length_14674_cov_11.84","D0","FUC","FUC_D0",8561108
"K12373","Glycan biosynthesis and metabolism","L1EGH020945","NODE_236_length_17281_cov_23.482584||full_3","NODE_236_length_17281_cov_23.482584||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_236_length_17281_cov_23.4","D14","FUC","FUC_D14",8434433
"K12373","Glycan biosynthesis and metabolism","L1EHE1100151","NODE_166_length_14702_cov_11.517853||full_16","NODE_166_length_14702_cov_11.517853||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_166_length_14702_cov_11.5","D10","HFD","HFD_D10",7766878
"K12373","Glycan biosynthesis and metabolism","L1EGH020947","NODE_912_length_9697_cov_7.045323||full_11","NODE_912_length_9697_cov_7.045323||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_912_length_9697_cov_7.045","D18","FUC","FUC_D18",6254490
"K12373","Glycan biosynthesis and metabolism","L1EGH020944","NODE_423_length_19895_cov_15.369052||full_1 6040-19894/19894_15","NODE_423_length_19895_cov_15.369052||full_1 6040-19894/19894","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_423_length_19895_cov_15.3","D14","FUC","FUC_D14",8504684
"K12373","Glycan biosynthesis and metabolism","L1EGH020933","NODE_575_length_14712_cov_18.808351||full_2","NODE_575_length_14712_cov_18.808351||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_575_length_14712_cov_18.8","D0","FUC","FUC_D0",11806630
"K12373","Glycan biosynthesis and metabolism","L1HGH010573","NODE_7106_length_4367_cov_4.707792||full_7","NODE_7106_length_4367_cov_4.707792||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_7106_length_4367_cov_4.70","D18","CON","CON_D18",9970469
"K12373","Glycan biosynthesis and metabolism","L1EGH020934","NODE_944_length_9751_cov_14.175227||full_11","NODE_944_length_9751_cov_14.175227||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_944_length_9751_cov_14.17","D0","FUC","FUC_D0",9033759
"K12373","Glycan biosynthesis and metabolism","L1EGH020935","NODE_200_length_20055_cov_83.841850||full_1 1-13573/19831_2","NODE_200_length_20055_cov_83.841850||full_1 1-13573/19831","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_200_length_20055_cov_83.8","D0","FUC","FUC_D0",6954542
"K12373","Glycan biosynthesis and metabolism","L1EGH020932","NODE_541_length_14712_cov_15.176980||full_16","NODE_541_length_14712_cov_15.176980||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_541_length_14712_cov_15.1","D0","FUC","FUC_D0",5671704
"K12373","Glycan biosynthesis and metabolism","L1EHE1100156","NODE_570_length_12356_cov_7.674742||full_16","NODE_570_length_12356_cov_7.674742||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_570_length_12356_cov_7.67","D14","HFD","HFD_D14",3688255
"K12373","Glycan biosynthesis and metabolism","L1EGH020951","NODE_407_length_14657_cov_15.147993||full_16","NODE_407_length_14657_cov_15.147993||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_407_length_14657_cov_15.1","D18","FUC","FUC_D18",5400186
"K12373","Glycan biosynthesis and metabolism","L1EGH020949","NODE_315_length_9526_cov_6.011403||full_11","NODE_315_length_9526_cov_6.011403||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","PF00728.22","Glycosyl hydrolase family 20, catalytic domain","NODE_315_length_9526_cov_6.011","D18","FUC","FUC_D18",12447007
"K12373","Glycan biosynthesis and metabolism","L1HGH010567","NODE_2795_length_2706_cov_3.731045||full_1","NODE_2795_length_2706_cov_3.731045||full","HEXA_B; hexosaminidase [EC:3.2.1.52]","","","NODE_2795_length_2706_cov_3.73","D14","CON","CON_D14",9815966
"K12452","Carbohydrate metabolism","L1EHE1100153","NODE_1712_length_4331_cov_3.749766||full_2","NODE_1712_length_4331_cov_3.749766||full","ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]","PF01041.17","DegT/DnrJ/EryC1/StrS aminotransferase family","NODE_1712_length_4331_cov_3.74","D10","HFD","HFD_D10",11193366
"K12452","Carbohydrate metabolism","L1HGH010559","NODE_3560_length_5846_cov_3.543084||full_4","NODE_3560_length_5846_cov_3.543084||full","ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]","PF01041.17","DegT/DnrJ/EryC1/StrS aminotransferase family","NODE_3560_length_5846_cov_3.54","D0","CON","CON_D0",1732889
"K12452","Carbohydrate metabolism","L1EHE1100152","NODE_1867_length_5291_cov_7.678189||full_2","NODE_1867_length_5291_cov_7.678189||full","ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]","PF01041.17","DegT/DnrJ/EryC1/StrS aminotransferase family","NODE_1867_length_5291_cov_7.67","D10","HFD","HFD_D10",5747820
"K12960","Amino acid metabolism","L1EHE1100151","NODE_16_length_38853_cov_27.795814||full_1 4416-38853/38853_51","NODE_16_length_38853_cov_27.795814||full_1 4416-38853/38853","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]","PF01979.20","Amidohydrolase family","NODE_16_length_38853_cov_27.79","D10","HFD","HFD_D10",7766878
"K12960","Amino acid metabolism","L1EGH020941","NODE_52_length_39597_cov_45.752086||full_1 5209-39595/39595_51","NODE_52_length_39597_cov_45.752086||full_1 5209-39595/39595","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]","PF01979.20","Amidohydrolase family","NODE_52_length_39597_cov_45.75","D10","FUC","FUC_D10",6503397
"K12960","Amino acid metabolism","L1EHE1100155","NODE_2385_length_3368_cov_3.567763||full_1","NODE_2385_length_3368_cov_3.567763||full","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]","","","NODE_2385_length_3368_cov_3.56","D14","HFD","HFD_D14",8300758
"K12960","Amino acid metabolism","L1EHE1100147","NODE_4621_length_5589_cov_151.243224||full_5","NODE_4621_length_5589_cov_151.243224||full","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]","PF01979.20","Amidohydrolase family","NODE_4621_length_5589_cov_151.","D0","HFD","HFD_D0",8310904
"K12960","Amino acid metabolism","L1HGH010558","NODE_1060_length_6146_cov_28.018224||full_4","NODE_1060_length_6146_cov_28.018224||full","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]","PF01979.20","Amidohydrolase family","NODE_1060_length_6146_cov_28.0","D0","CON","CON_D0",2217375
"K13018","Carbohydrate metabolism","L1HGH010564","NODE_5159_length_2468_cov_2.704517||full_4","NODE_5159_length_2468_cov_2.704517||full","wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]","PF00132.24","Bacterial transferase hexapeptide (six repeats)","NODE_5159_length_2468_cov_2.70","D10","CON","CON_D10",13862529
"K13038","Metabolism of cofactors and vitamins","L1HGH010559","NODE_1397_length_10200_cov_10.154756||full_1","NODE_1397_length_10200_cov_10.154756||full","coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]","PF04127.15","DNA / pantothenate metabolism flavoprotein","NODE_1397_length_10200_cov_10.","D0","CON","CON_D0",1732889
"K13522","Metabolism of cofactors and vitamins","L1EHE1100155","NODE_3757_length_2462_cov_4.147902||full_1","NODE_3757_length_2462_cov_4.147902||full","K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]","PF00293.28","NUDIX domain","NODE_3757_length_2462_cov_4.14","D14","HFD","HFD_D14",8300758
"K13522","Metabolism of cofactors and vitamins","L1EGH020932","NODE_6973_length_3688_cov_3.261767||full_4","NODE_6973_length_3688_cov_3.261767||full","K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]","PF00293.28","NUDIX domain","NODE_6973_length_3688_cov_3.26","D0","FUC","FUC_D0",5671704
"K13522","Metabolism of cofactors and vitamins","L1HGH010561","NODE_8264_length_3668_cov_2.974813||full_2","NODE_8264_length_3668_cov_2.974813||full","K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]","PF00293.28","NUDIX domain","NODE_8264_length_3668_cov_2.97","D0","CON","CON_D0",5555870
"K14155","Amino acid metabolism","L1HGH010573","NODE_581_length_18644_cov_7.597450||full_15","NODE_581_length_18644_cov_7.597450||full","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","PF00155.21","Aminotransferase class I and II","NODE_581_length_18644_cov_7.59","D18","CON","CON_D18",9970469
"K14155","Amino acid metabolism","L1HGH010568","NODE_51_length_43755_cov_13.898467||0_partial_1 1-18500/20606_1","NODE_51_length_43755_cov_13.898467||0_partial_1 1-18500/20606","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","PF00155.21","Aminotransferase class I and II","NODE_51_length_43755_cov_13.89","D14","CON","CON_D14",4271223
"K14155","Metabolism of other amino acids","L1HGH010573","NODE_581_length_18644_cov_7.597450||full_15","NODE_581_length_18644_cov_7.597450||full","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","PF00155.21","Aminotransferase class I and II","NODE_581_length_18644_cov_7.59","D18","CON","CON_D18",9970469
"K14155","Metabolism of other amino acids","L1HGH010568","NODE_51_length_43755_cov_13.898467||0_partial_1 1-18500/20606_1","NODE_51_length_43755_cov_13.898467||0_partial_1 1-18500/20606","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","PF00155.21","Aminotransferase class I and II","NODE_51_length_43755_cov_13.89","D14","CON","CON_D14",4271223
"K14157","Amino acid metabolism","L1HGH010557","NODE_255_length_17643_cov_5.972936||full_3","NODE_255_length_17643_cov_5.972936||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","PF05222.15","Alanine dehydrogenase/PNT, N-terminal domain","NODE_255_length_17643_cov_5.97","D0","CON","CON_D0",3289088
"K14157","Amino acid metabolism","L1EGH020946","NODE_1409_length_7818_cov_3.760015||full_1","NODE_1409_length_7818_cov_3.760015||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","","","NODE_1409_length_7818_cov_3.76","D14","FUC","FUC_D14",7525830
"K14157","Amino acid metabolism","L1EHE1100150","NODE_1922_length_6055_cov_6.300667||full_3","NODE_1922_length_6055_cov_6.300667||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","PF05222.15","Alanine dehydrogenase/PNT, N-terminal domain","NODE_1922_length_6055_cov_6.30","D10","HFD","HFD_D10",2197362
"K14157","Amino acid metabolism","L1EHE1100160","NODE_74_length_29758_cov_11.687203||full_24","NODE_74_length_29758_cov_11.687203||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","PF05222.15","Alanine dehydrogenase/PNT, N-terminal domain","NODE_74_length_29758_cov_11.68","D18","HFD","HFD_D18",5476939
"K14157","Amino acid metabolism","L1HGH010571","NODE_2574_length_3610_cov_4.275105||full_1","NODE_2574_length_3610_cov_4.275105||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","","","NODE_2574_length_3610_cov_4.27","D14","CON","CON_D14",2848358
"K14157","Amino acid metabolism","L1EGH020944","NODE_5_length_77999_cov_7.085330||full_24","NODE_5_length_77999_cov_7.085330||full","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","PF05222.15","Alanine dehydrogenase/PNT, N-terminal domain","NODE_5_length_77999_cov_7.0853","D14","FUC","FUC_D14",8504684
"K14654","Metabolism of cofactors and vitamins","L1HGH010574","NODE_111_length_34401_cov_29.922291||full_1","NODE_111_length_34401_cov_29.922291||full","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","PF01872.17","RibD C-terminal domain","NODE_111_length_34401_cov_29.9","D18","CON","CON_D18",2433274
"K14654","Metabolism of cofactors and vitamins","L1EHE1100158","NODE_453_length_10960_cov_8.103439||full_3","NODE_453_length_10960_cov_8.103439||full","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","PF01872.17","RibD C-terminal domain","NODE_453_length_10960_cov_8.10","D18","HFD","HFD_D18",5825360
"K14654","Metabolism of cofactors and vitamins","L1EGH020934","NODE_447_length_13945_cov_24.180274||full_15","NODE_447_length_13945_cov_24.180274||full","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]","PF01872.17","RibD C-terminal domain","NODE_447_length_13945_cov_24.1","D0","FUC","FUC_D0",9033759
