"KEGG.Entry","Metabolism","Pathway","Total.AMGs","Present.AMG.KOs","Sample_id"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K00820","L1HGH010566"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",37,"K00558,K00789,K05396,K17398","L1HGH010566"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",6,"K06167","L1HGH010566"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",1,"K04487","L1HGH010566"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism",1,"K21064","L1HGH010566"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",2,"K01916,K03462","L1HGH010566"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",3,"K01737,K06920,K10026","L1HGH010566"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",1,"K01491","L1HGH010566"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",2,"K22227","L1HGH010566"
"map00362","Xenobiotics biodegradation and metabolism","Benzoate degradation",1,"K14727","L1HGH010566"
"map04122","Folding, sorting and degradation","Sulfur relay system",2,"K04487,K21029","L1HGH010566"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010567"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",2,"K01784,K12373","L1HGH010567"
"map00920","Energy metabolism","Sulfur metabolism",5,"K00390","L1HGH010567"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K01953","L1HGH010567"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",6,"K00558,K00789,K17398","L1HGH010567"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",2,"K06167","L1HGH010567"
"map00513","Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis",1,"K12373","L1HGH010567"
"map00531","Glycan biosynthesis and metabolism","Glycosaminoglycan degradation",1,"K12373","L1HGH010567"
"map00603","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo and isoglobo series",1,"K12373","L1HGH010567"
"map00604","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series",1,"K12373","L1HGH010567"
"map00511","Glycan biosynthesis and metabolism","Other glycan degradation",1,"K12373","L1HGH010567"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",3,"K01737,K06920,K10026","L1HGH010567"
"map04122","Folding, sorting and degradation","Sulfur relay system",1,"K21029","L1HGH010567"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K15633","L1HGH010568"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions",1,"K01812","L1HGH010568"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism",1,"K01628","L1HGH010568"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010568"
"map00500","Carbohydrate metabolism","Starch and sucrose metabolism",3,"K00689,K01208,K01214","L1HGH010568"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",2,"K01784,K12373","L1HGH010568"
"map00710","Energy metabolism","Carbon fixation in photosynthetic organisms",1,"K00855","L1HGH010568"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",1,"K01491","L1HGH010568"
"map00680","Energy metabolism","Methane metabolism",1,"K15633","L1HGH010568"
"map00920","Energy metabolism","Sulfur metabolism",17,"K00390","L1HGH010568"
"map00564","Lipid metabolism","Glycerophospholipid metabolism",2,"K01613,K17103","L1HGH010568"
"map00230","Nucleotide metabolism","Purine metabolism",2,"K01939,K01951","L1HGH010568"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",2,"K01939,K01953","L1HGH010568"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism",2,"K15633,K17103","L1HGH010568"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",25,"K00558,K00789,K05396,K14155,K17398","L1HGH010568"
"map00330","Amino acid metabolism","Arginine and proline metabolism",1,"K00657","L1HGH010568"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",3,"K06167","L1HGH010568"
"map00450","Metabolism of other amino acids","Selenocompound metabolism",1,"K14155","L1HGH010568"
"map00513","Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis",1,"K12373","L1HGH010568"
"map00531","Glycan biosynthesis and metabolism","Glycosaminoglycan degradation",1,"K12373","L1HGH010568"
"map00603","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo and isoglobo series",1,"K12373","L1HGH010568"
"map00604","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series",1,"K12373","L1HGH010568"
"map00511","Glycan biosynthesis and metabolism","Other glycan degradation",1,"K12373","L1HGH010568"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",1,"K08281","L1HGH010568"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",1,"K06920","L1HGH010568"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",1,"K01491","L1HGH010568"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",1,"K09882","L1HGH010568"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",1,"K01710","L1HGH010568"
"map01055","Metabolism of terpenoids and polyketides","Biosynthesis of vancomycin group antibiotics",1,"K01710","L1HGH010568"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",1,"K01710","L1HGH010568"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",1,"K01710","L1HGH010568"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",1,"K01951","L1HGH010568"
"map04122","Folding, sorting and degradation","Sulfur relay system",1,"K21029","L1HGH010568"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010569"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010569"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010569"
"map00650","Carbohydrate metabolism","Butanoate metabolism",1,"K03737","L1HGH010569"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",1,"K03737","L1HGH010569"
"map00920","Energy metabolism","Sulfur metabolism",12,"K00390","L1HGH010569"
"map00230","Nucleotide metabolism","Purine metabolism",2,"K01951","L1HGH010569"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K01755","L1HGH010569"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",9,"K00558","L1HGH010569"
"map00220","Amino acid metabolism","Arginine biosynthesis",1,"K01755","L1HGH010569"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",1,"K06167","L1HGH010569"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",1,"K04487","L1HGH010569"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",3,"K09882,K22227","L1HGH010569"
"map00130","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis",1,"K03183","L1HGH010569"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",2,"K01951","L1HGH010569"
"map04122","Folding, sorting and degradation","Sulfur relay system",1,"K04487","L1HGH010569"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010570"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010570"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism",3,"K01711,K02377","L1HGH010570"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010570"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",4,"K01711,K01784,K02377","L1HGH010570"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010570"
"map00650","Carbohydrate metabolism","Butanoate metabolism",1,"K03737","L1HGH010570"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",3,"K01491,K03737","L1HGH010570"
"map00920","Energy metabolism","Sulfur metabolism",5,"K00390","L1HGH010570"
"map00061","Lipid metabolism","Fatty acid biosynthesis",1,"K00059","L1HGH010570"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01951","L1HGH010570"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",25,"K00558,K00789,K05396,K17398","L1HGH010570"
"map00220","Amino acid metabolism","Arginine biosynthesis",1,"K00145","L1HGH010570"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",4,"K06167","L1HGH010570"
"map00473","Metabolism of other amino acids","D-Alanine metabolism",1,"K01775","L1HGH010570"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",1,"K03272","L1HGH010570"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",3,"K04487","L1HGH010570"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism",1,"K19285","L1HGH010570"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K00952,K01916,K03462,K08281","L1HGH010570"
"map00780","Metabolism of cofactors and vitamins","Biotin metabolism",1,"K00059","L1HGH010570"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",3,"K03639,K06920","L1HGH010570"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",2,"K01491","L1HGH010570"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",2,"K09882,K09883","L1HGH010570"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",2,"K00973","L1HGH010570"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",2,"K00973","L1HGH010570"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",2,"K00973","L1HGH010570"
"map00333","Biosynthesis of other secondary metabolites","Prodigiosin biosynthesis",1,"K00059","L1HGH010570"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",1,"K01951","L1HGH010570"
"map04122","Folding, sorting and degradation","Sulfur relay system",8,"K03639,K04487,K21029","L1HGH010570"
"map00030","Carbohydrate metabolism","Pentose phosphate pathway",1,"K00615","L1HGH010571"
"map00710","Energy metabolism","Carbon fixation in photosynthetic organisms",1,"K00615","L1HGH010571"
"map00920","Energy metabolism","Sulfur metabolism",3,"K00390","L1HGH010571"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01939","L1HGH010571"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",2,"K01939,K01953","L1HGH010571"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",14,"K00558,K00789,K17398","L1HGH010571"
"map00310","Amino acid metabolism","Lysine degradation",1,"K14157","L1HGH010571"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",3,"K06167","L1HGH010571"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",1,"K00952","L1HGH010571"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",2,"K03639","L1HGH010571"
"map01051","Metabolism of terpenoids and polyketides","Biosynthesis of ansamycins",1,"K00615","L1HGH010571"
"map04122","Folding, sorting and degradation","Sulfur relay system",4,"K03639,K21029","L1HGH010571"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions",1,"K00012","L1HGH010572"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism",2,"K00847,K01711","L1HGH010572"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010572"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism",1,"K00012","L1HGH010572"
"map00500","Carbohydrate metabolism","Starch and sucrose metabolism",1,"K00847","L1HGH010572"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",4,"K00012,K00847,K01711,K01784","L1HGH010572"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",4,"K01491","L1HGH010572"
"map00920","Energy metabolism","Sulfur metabolism",14,"K00390,K00651","L1HGH010572"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01951","L1HGH010572"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K01953","L1HGH010572"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",19,"K00558,K00651,K00789,K05396,K17398","L1HGH010572"
"map00330","Amino acid metabolism","Arginine and proline metabolism",1,"K00657","L1HGH010572"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",1,"K03272","L1HGH010572"
"map00550","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis",1,"K01000","L1HGH010572"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",4,"K04487","L1HGH010572"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K00952,K01916,K03462,K08281","L1HGH010572"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",4,"K01491","L1HGH010572"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",1,"K22227","L1HGH010572"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",1,"K00973","L1HGH010572"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",1,"K00973","L1HGH010572"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",1,"K00973","L1HGH010572"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",1,"K01951","L1HGH010572"
"map04122","Folding, sorting and degradation","Sulfur relay system",6,"K04487,K21029","L1HGH010572"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010573"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010573"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010573"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",2,"K01784,K12373","L1HGH010573"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010573"
"map00650","Carbohydrate metabolism","Butanoate metabolism",1,"K03737","L1HGH010573"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",3,"K01491,K03737","L1HGH010573"
"map00920","Energy metabolism","Sulfur metabolism",21,"K00390,K06881","L1HGH010573"
"map00564","Lipid metabolism","Glycerophospholipid metabolism",2,"K01613,K17103","L1HGH010573"
"map00230","Nucleotide metabolism","Purine metabolism",4,"K01939,K01951","L1HGH010573"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",4,"K01755,K01939,K01953,K11358","L1HGH010573"
"map00260","Amino acid metabolism","Glycine, serine and threonine metabolism",1,"K17103","L1HGH010573"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",37,"K00558,K00789,K11358,K14155,K17398","L1HGH010573"
"map00220","Amino acid metabolism","Arginine biosynthesis",2,"K01755,K11358","L1HGH010573"
"map00330","Amino acid metabolism","Arginine and proline metabolism",1,"K11358","L1HGH010573"
"map00340","Amino acid metabolism","Histidine metabolism",1,"K00765","L1HGH010573"
"map00350","Amino acid metabolism","Tyrosine metabolism",1,"K11358","L1HGH010573"
"map00360","Amino acid metabolism","Phenylalanine metabolism",1,"K11358","L1HGH010573"
"map00400","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis",2,"K00800,K11358","L1HGH010573"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",2,"K06167","L1HGH010573"
"map00450","Metabolism of other amino acids","Selenocompound metabolism",1,"K14155","L1HGH010573"
"map00513","Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis",1,"K12373","L1HGH010573"
"map00531","Glycan biosynthesis and metabolism","Glycosaminoglycan degradation",1,"K12373","L1HGH010573"
"map00603","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo and isoglobo series",1,"K12373","L1HGH010573"
"map00604","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series",1,"K12373","L1HGH010573"
"map00511","Glycan biosynthesis and metabolism","Other glycan degradation",1,"K12373","L1HGH010573"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",4,"K04487","L1HGH010573"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism",1,"K21064","L1HGH010573"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K01916,K03462,K08281","L1HGH010573"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",1,"K06920","L1HGH010573"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",2,"K01491","L1HGH010573"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",4,"K09882,K09883,K22227","L1HGH010573"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",2,"K00973,K01710","L1HGH010573"
"map01055","Metabolism of terpenoids and polyketides","Biosynthesis of vancomycin group antibiotics",1,"K01710","L1HGH010573"
"map00950","Biosynthesis of other secondary metabolites","Isoquinoline alkaloid biosynthesis",1,"K11358","L1HGH010573"
"map00960","Biosynthesis of other secondary metabolites","Tropane, piperidine and pyridine alkaloid biosynthesis",1,"K11358","L1HGH010573"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",2,"K00973,K01710","L1HGH010573"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",2,"K00973,K01710","L1HGH010573"
"map00401","Biosynthesis of other secondary metabolites","Novobiocin biosynthesis",1,"K11358","L1HGH010573"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",3,"K01951","L1HGH010573"
"map04122","Folding, sorting and degradation","Sulfur relay system",8,"K04487,K21029","L1HGH010573"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010574"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010574"
"map00051","Carbohydrate metabolism","Fructose and mannose metabolism",1,"K01840","L1HGH010574"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010574"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",3,"K00992,K01784,K01840","L1HGH010574"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010574"
"map00630","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism",1,"K00048","L1HGH010574"
"map00640","Carbohydrate metabolism","Propanoate metabolism",1,"K00048","L1HGH010574"
"map00650","Carbohydrate metabolism","Butanoate metabolism",2,"K01652,K03737","L1HGH010574"
"map00660","Carbohydrate metabolism","C5-Branched dibasic acid metabolism",1,"K01652","L1HGH010574"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",4,"K01491,K03737","L1HGH010574"
"map00920","Energy metabolism","Sulfur metabolism",26,"K00390","L1HGH010574"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01939","L1HGH010574"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K01939","L1HGH010574"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",48,"K00558,K00789,K05396,K17398","L1HGH010574"
"map00290","Amino acid metabolism","Valine, leucine and isoleucine biosynthesis",1,"K01652","L1HGH010574"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",1,"K06167","L1HGH010574"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",2,"K03272,K06041","L1HGH010574"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",3,"K04487","L1HGH010574"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism",1,"K14654","L1HGH010574"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K00952,K01916,K03462,K08281","L1HGH010574"
"map00770","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis",1,"K01652","L1HGH010574"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",3,"K03639,K06920","L1HGH010574"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",3,"K01491","L1HGH010574"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",3,"K09882,K22227","L1HGH010574"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",2,"K00973,K01710","L1HGH010574"
"map01055","Metabolism of terpenoids and polyketides","Biosynthesis of vancomycin group antibiotics",1,"K01710","L1HGH010574"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",2,"K00973,K01710","L1HGH010574"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",2,"K00973,K01710","L1HGH010574"
"map04122","Folding, sorting and degradation","Sulfur relay system",8,"K03639,K04487,K21029","L1HGH010574"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010575"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010575"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions",1,"K01812","L1HGH010575"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010575"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",1,"K01784","L1HGH010575"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010575"
"map00650","Carbohydrate metabolism","Butanoate metabolism",1,"K03737","L1HGH010575"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",3,"K01491,K03737","L1HGH010575"
"map00920","Energy metabolism","Sulfur metabolism",10,"K00390","L1HGH010575"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",18,"K00558,K00789,K17398","L1HGH010575"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",2,"K03272,K03274","L1HGH010575"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",4,"K04487","L1HGH010575"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K00952,K01916,K03462,K08281","L1HGH010575"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",1,"K06920","L1HGH010575"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",2,"K01491","L1HGH010575"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",1,"K09882","L1HGH010575"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",1,"K00973","L1HGH010575"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",1,"K00973","L1HGH010575"
"map00525","Biosynthesis of other secondary metabolites","Acarbose and validamycin biosynthesis",1,"K00973","L1HGH010575"
"map04122","Folding, sorting and degradation","Sulfur relay system",5,"K04487,K21029","L1HGH010575"
"map00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis",1,"K03737","L1HGH010576"
"map00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)",1,"K03737","L1HGH010576"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions",1,"K00012","L1HGH010576"
"map00052","Carbohydrate metabolism","Galactose metabolism",2,"K01784,K01854","L1HGH010576"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism",1,"K00012","L1HGH010576"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",3,"K00012,K01784,K01854","L1HGH010576"
"map00620","Carbohydrate metabolism","Pyruvate metabolism",1,"K03737","L1HGH010576"
"map00650","Carbohydrate metabolism","Butanoate metabolism",1,"K03737","L1HGH010576"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",3,"K01491,K03737","L1HGH010576"
"map00920","Energy metabolism","Sulfur metabolism",15,"K00390","L1HGH010576"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01951","L1HGH010576"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",1,"K01953","L1HGH010576"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",22,"K00558,K00789,K17398","L1HGH010576"
"map00330","Amino acid metabolism","Arginine and proline metabolism",1,"K00657","L1HGH010576"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",3,"K06167","L1HGH010576"
"map00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis",1,"K03272","L1HGH010576"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",2,"K04487","L1HGH010576"
"map00740","Metabolism of cofactors and vitamins","Riboflavin metabolism",1,"K21064","L1HGH010576"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",4,"K00952,K01916,K03462,K08281","L1HGH010576"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",5,"K01737,K03639,K06920,K10026","L1HGH010576"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",2,"K01491","L1HGH010576"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",4,"K09882,K09883,K22227","L1HGH010576"
"map01059","Metabolism of terpenoids and polyketides","Biosynthesis of enediyne antibiotics",1,"K20156","L1HGH010576"
"map00523","Metabolism of terpenoids and polyketides","Polyketide sugar unit biosynthesis",1,"K00067","L1HGH010576"
"map00521","Biosynthesis of other secondary metabolites","Streptomycin biosynthesis",1,"K00067","L1HGH010576"
"map00983","Xenobiotics biodegradation and metabolism","Drug metabolism - other enzymes",1,"K01951","L1HGH010576"
"map04122","Folding, sorting and degradation","Sulfur relay system",7,"K03639,K04487,K21029","L1HGH010576"
"map00040","Carbohydrate metabolism","Pentose and glucuronate interconversions",1,"K00012","L1HGH010577"
"map00052","Carbohydrate metabolism","Galactose metabolism",1,"K01784","L1HGH010577"
"map00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism",1,"K00012","L1HGH010577"
"map00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism",3,"K00012,K00820,K01784","L1HGH010577"
"map00720","Energy metabolism","Carbon fixation pathways in prokaryotes",4,"K01491","L1HGH010577"
"map00920","Energy metabolism","Sulfur metabolism",21,"K00390","L1HGH010577"
"map00230","Nucleotide metabolism","Purine metabolism",1,"K01939","L1HGH010577"
"map00240","Nucleotide metabolism","Pyrimidine metabolism",1,"K01955","L1HGH010577"
"map00250","Amino acid metabolism","Alanine, aspartate and glutamate metabolism",4,"K00820,K01939,K01953,K01955","L1HGH010577"
"map00270","Amino acid metabolism","Cysteine and methionine metabolism",42,"K00558,K00789,K17398","L1HGH010577"
"map00330","Amino acid metabolism","Arginine and proline metabolism",1,"K00931","L1HGH010577"
"map00400","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis",1,"K00800","L1HGH010577"
"map00440","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",4,"K06167","L1HGH010577"
"map00471","Metabolism of other amino acids","D-Glutamine and D-glutamate metabolism",1,"K01924","L1HGH010577"
"map00550","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis",1,"K01924","L1HGH010577"
"map00730","Metabolism of cofactors and vitamins","Thiamine metabolism",6,"K04487","L1HGH010577"
"map00760","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism",7,"K00952,K01916,K03462,K08281","L1HGH010577"
"map00790","Metabolism of cofactors and vitamins","Folate biosynthesis",2,"K03639","L1HGH010577"
"map00670","Metabolism of cofactors and vitamins","One carbon pool by folate",4,"K01491","L1HGH010577"
"map00860","Metabolism of cofactors and vitamins","Porphyrin and chlorophyll metabolism",3,"K09882,K22227","L1HGH010577"
"map00332","Biosynthesis of other secondary metabolites","Carbapenem biosynthesis",1,"K00931","L1HGH010577"
"map04122","Folding, sorting and degradation","Sulfur relay system",11,"K03639,K04487,K21029","L1HGH010577"
